id;value;award_date;student_id;subject_id;teacher_id
1887;P;2023-12-08;536;11;22
1888;A;2023-11-22;536;11;22
1889;A;2023-09-21;536;11;22
1890;P;2023-09-05;671;56;106
1891;P;2024-04-21;671;56;106
1892;D;2024-06-06;671;56;106
1893;E;2023-10-18;918;13;23
1894;D;2023-09-13;918;13;23
1895;P;2023-10-13;918;13;23
1896;A;2023-12-15;918;13;23
1897;D;2024-04-16;997;77;0
1898;P;2023-10-16;997;77;0
1899;D;2023-11-06;997;77;0
1900;A;2023-11-21;997;77;0
1901;A;2023-10-25;957;4;12
1902;P;2024-02-28;727;73;42
1903;P;2023-12-14;727;73;42
1904;E;2024-06-02;727;73;42
1905;A;2023-12-09;432;39;41
1906;E;2024-04-14;549;66;82
1907;P;2024-01-12;759;25;1
1908;A;2024-02-14;759;25;1
1909;P;2023-10-30;759;25;1
1910;E;2024-04-06;471;3;51
1911;D;2023-09-05;471;3;51
1912;A;2024-02-11;471;3;51
1913;E;2023-10-06;512;4;12
1914;A;2023-11-26;512;4;12
1915;P;2024-02-20;512;4;12
1916;A;2024-05-29;512;4;12
1917;O;2024-02-04;645;39;41
1918;A;2023-11-07;645;39;41
1919;P;2023-12-28;645;39;41
1920;D;2023-10-11;645;39;41
1921;E;2024-05-28;645;39;41
1922;A;2024-03-04;583;64;10
1923;A;2023-12-14;583;64;10
1924;P;2024-03-09;583;64;10
1925;P;2024-03-08;583;64;10
1926;O;2024-01-29;583;64;10
1927;E;2023-12-15;811;71;52
1928;D;2023-11-10;811;71;52
1929;O;2024-02-17;811;71;52
1930;A;2023-12-05;332;73;42
1931;P;2023-11-05;332;73;42
1932;A;2024-03-13;492;62;68
1933;P;2023-09-15;492;62;68
1934;E;2024-05-01;492;62;68
1935;E;2024-01-15;533;63;50
1936;E;2024-05-04;533;63;50
1937;A;2024-02-10;721;34;11
1938;A;2023-10-21;721;34;11
1939;A;2023-09-01;721;34;11
1940;P;2023-10-31;914;20;28
1941;P;2024-01-09;914;20;28
1942;P;2024-06-28;953;11;22
1943;A;2024-06-24;953;11;22
1944;E;2024-02-01;953;11;22
1945;E;2024-05-20;576;61;23
1946;P;2024-06-24;576;61;23
1947;E;2023-12-20;576;61;23
1948;P;2023-12-17;576;61;23
1949;A;2024-02-01;642;6;50
1950;A;2024-02-29;796;64;10
1951;A;2024-01-16;796;64;10
1952;D;2023-12-20;796;64;10
1953;P;2024-06-09;474;13;23
1954;A;2023-11-07;474;13;23
1955;A;2023-09-09;474;13;23
1956;A;2024-02-03;474;13;23
1957;P;2023-11-14;97;26;96
1958;E;2024-06-02;97;26;96
1959;E;2023-09-19;97;26;96
1960;A;2024-06-09;97;26;96
1961;P;2024-01-14;97;26;96
1962;P;2024-06-04;580;31;8
1963;A;2023-09-08;580;31;8
1964;A;2024-03-01;754;67;23
1965;E;2023-11-04;754;67;23
1966;D;2024-05-12;754;67;23
1967;P;2024-06-11;754;67;23
1968;E;2023-11-04;754;67;23
1969;E;2024-06-07;988;5;38
1970;A;2023-12-13;988;5;38
1971;A;2024-03-31;988;5;38
1972;E;2023-09-07;988;5;38
1973;E;2024-03-24;765;76;48
1974;E;2024-04-09;765;76;48
1975;P;2023-09-14;765;76;48
1976;T;2024-06-03;330;5;38
1977;A;2024-04-02;330;5;38
1978;E;2023-10-05;330;5;38
1979;A;2023-11-05;330;5;38
1980;A;2023-11-08;330;5;38
1981;A;2024-01-10;932;73;42
1982;P;2023-09-15;932;73;42
1983;E;2024-05-10;932;73;42
1984;P;2024-02-02;937;39;41
1985;A;2024-06-11;937;39;41
1986;E;2024-01-25;729;10;42
1987;E;2023-09-04;884;33;87
1988;D;2024-02-21;884;33;87
1989;A;2024-05-09;250;12;106
1990;A;2024-01-01;250;12;106
1991;A;2023-10-09;432;52;85
1992;A;2023-12-16;432;52;85
1993;E;2023-11-08;432;52;85
1994;E;2023-11-22;719;45;102
1995;A;2023-09-29;719;45;102
1996;O;2023-10-25;719;45;102
1997;P;2024-06-04;719;45;102
1998;A;2024-05-08;719;45;102
1999;A;2023-12-19;793;31;8
2000;A;2023-10-18;793;31;8
2001;A;2024-01-14;793;31;8
2002;P;2024-06-06;793;31;8
2003;E;2023-10-04;793;31;8
2004;A;2024-05-05;29;13;23
2005;A;2024-04-26;626;3;51
2006;A;2023-12-05;626;3;51
2007;P;2023-10-19;626;3;51
2008;E;2023-11-23;626;3;51
2009;D;2023-09-02;626;3;51
2010;P;2023-12-09;162;48;20
2011;A;2024-01-30;394;25;1
2012;E;2023-09-19;917;66;82
2013;A;2023-09-02;917;66;82
2014;A;2023-09-16;917;66;82
2015;A;2024-05-09;917;66;82
2016;P;2024-02-28;123;56;106
2017;P;2024-06-19;123;56;106
2018;P;2024-02-20;123;56;106
2019;P;2024-06-06;123;56;106
2020;E;2023-12-09;492;39;41
2021;A;2023-12-20;492;39;41
2022;A;2024-05-17;324;46;61
2023;A;2023-12-28;324;46;61
2024;A;2023-12-25;324;46;61
2025;P;2023-11-02;324;46;61
2026;P;2023-10-13;324;46;61
2027;D;2024-06-11;143;34;11
2028;A;2024-03-05;143;34;11
2029;E;2023-12-01;493;4;12
2030;A;2024-04-04;493;4;12
2031;A;2024-02-14;493;4;12
2032;D;2023-12-29;511;52;85
2033;A;2024-02-09;511;52;85
2034;P;2023-11-14;511;52;85
2035;A;2023-09-19;511;52;85
2036;E;2023-11-30;672;6;50
2037;P;2024-01-27;295;19;98
2038;A;2024-03-15;295;19;98
2039;P;2023-09-10;295;19;98
2040;A;2023-12-26;295;19;98
2041;E;2024-01-12;835;33;87
2042;A;2024-04-06;835;33;87
2043;E;2024-03-29;835;33;87
2044;P;2024-03-11;835;33;87
2045;A;2024-03-11;835;33;87
2046;A;2023-11-26;576;38;72
2047;A;2024-02-14;576;38;72
2048;P;2023-10-22;568;34;11
2049;E;2024-03-06;568;34;11
2050;E;2024-03-24;568;34;11
2051;A;2024-04-07;568;34;11
2052;A;2023-11-12;796;41;56
2053;A;2024-01-02;796;41;56
2054;P;2024-04-22;796;41;56
2055;E;2024-05-05;796;41;56
2056;A;2024-01-25;378;53;65
2057;E;2023-12-28;538;11;22
2058;E;2023-12-04;766;18;107
2059;A;2023-10-02;766;18;107
2060;A;2024-06-04;766;18;107
2061;P;2024-04-18;766;18;107
2062;A;2023-12-31;766;18;107
2063;O;2024-06-11;727;63;50
2064;P;2023-11-03;310;3;51
2065;E;2023-11-22;202;61;23
2066;P;2024-03-31;202;61;23
2067;A;2024-01-11;202;61;23
2068;D;2023-09-15;202;61;23
2069;A;2024-05-01;202;61;23
2070;D;2024-04-21;276;47;88
2071;P;2023-12-11;940;27;104
2072;E;2024-02-02;940;27;104
2073;E;2024-03-11;940;27;104
2074;E;2024-02-06;940;27;104
2075;A;2024-04-04;940;27;104
2076;E;2024-01-10;905;69;54
2077;P;2024-05-21;594;27;104
2078;A;2024-06-15;17;52;85
2079;P;2024-04-28;17;52;85
2080;A;2023-11-17;17;52;85
2081;A;2023-11-20;963;10;42
2082;P;2023-12-06;963;10;42
2083;A;2024-01-16;963;10;42
2084;P;2024-01-16;712;19;98
2085;P;2024-03-06;712;19;98
2086;A;2023-10-20;712;19;98
2087;P;2024-02-27;712;19;98
2088;P;2024-05-13;658;48;20
2089;E;2024-02-16;658;48;20
2090;D;2023-12-28;355;47;88
2091;E;2023-11-14;355;47;88
2092;A;2024-01-25;355;47;88
2093;A;2023-12-10;583;54;24
2094;A;2024-02-29;583;54;24
2095;A;2024-04-14;583;54;24
2096;A;2023-10-12;583;54;24
2097;E;2024-04-14;5;77;0
2098;P;2023-11-24;5;77;0
2099;E;2024-03-31;5;77;0
2100;A;2024-06-25;5;77;0
2101;A;2023-10-15;5;77;0
2102;A;2023-11-04;811;61;23
2103;E;2023-09-20;811;61;23
2104;A;2024-01-27;811;61;23
2105;E;2024-03-17;811;61;23
2106;P;2024-02-13;811;61;23
2107;E;2023-11-22;481;6;50
2108;D;2023-09-27;481;6;50
2109;A;2024-06-05;481;6;50
2110;P;2024-05-06;553;31;8
2111;E;2023-10-16;553;31;8
2112;A;2023-10-30;553;31;8
2113;A;2023-10-04;553;31;8
2114;A;2024-04-05;336;33;87
2115;P;2024-05-09;880;17;33
2116;A;2024-02-02;880;17;33
2117;O;2023-12-15;880;17;33
2118;A;2024-04-16;203;34;11
2119;A;2024-03-09;203;34;11
2120;E;2023-11-11;203;34;11
2121;P;2024-06-28;727;40;101
2122;P;2023-12-28;518;46;61
2123;A;2023-12-19;518;46;61
2124;P;2023-10-16;518;46;61
2125;A;2024-01-27;518;46;61
2126;E;2024-04-10;754;57;9
2127;P;2023-10-18;754;57;9
2128;D;2023-10-23;754;57;9
2129;A;2024-03-02;370;31;8
2130;A;2024-01-01;370;31;8
2131;A;2023-11-04;59;26;96
2132;A;2024-02-11;59;26;96
2133;A;2024-03-28;32;72;100
2134;A;2024-01-09;32;72;100
2135;E;2023-11-15;32;72;100
2136;E;2024-03-28;32;72;100
2137;A;2023-09-07;352;13;23
2138;A;2024-02-29;352;13;23
2139;A;2023-09-07;352;13;23
2140;E;2023-10-29;352;13;23
2141;D;2023-10-24;352;13;23
2142;E;2023-12-07;822;48;20
2143;E;2024-04-19;822;48;20
2144;E;2023-10-10;728;4;12
2145;P;2024-04-03;728;4;12
2146;D;2023-11-26;882;62;68
2147;E;2023-09-03;882;62;68
2148;P;2023-09-09;208;5;38
2149;A;2023-10-03;979;31;8
2150;E;2023-11-09;979;31;8
2151;D;2023-10-28;811;38;72
2152;A;2024-05-03;811;38;72
2153;E;2024-02-18;489;24;44
2154;P;2024-06-11;489;24;44
2155;E;2024-03-18;489;24;44
2156;P;2024-03-02;917;56;106
2157;P;2024-01-28;521;56;106
2158;P;2023-12-30;58;66;82
2159;P;2024-04-21;58;66;82
2160;P;2024-03-15;58;66;82
2161;E;2023-09-06;58;66;82
2162;A;2024-03-19;58;66;82
2163;P;2024-06-16;218;18;107
2164;E;2024-05-12;218;18;107
2165;A;2024-05-15;218;18;107
2166;E;2023-12-03;218;18;107
2167;A;2024-05-21;218;18;107
2168;A;2023-11-27;332;40;101
2169;E;2024-02-13;332;40;101
2170;A;2024-04-08;446;62;68
2171;E;2024-01-04;446;62;68
2172;P;2024-05-02;446;62;68
2173;E;2023-11-09;446;62;68
2174;A;2023-11-26;970;67;23
2175;E;2023-12-11;970;67;23
2176;A;2024-03-04;970;67;23
2177;A;2024-04-14;970;67;23
2178;A;2023-09-04;962;63;50
2179;O;2024-02-13;222;24;44
2180;A;2024-03-25;222;24;44
2181;A;2023-10-02;872;26;96
2182;P;2024-02-04;549;10;42
2183;D;2024-01-11;549;10;42
2184;A;2024-06-20;549;10;42
2185;E;2023-12-21;549;10;42
2186;A;2023-10-10;549;10;42
2187;P;2023-11-10;267;32;23
2188;A;2024-03-07;267;32;23
2189;A;2024-03-24;267;32;23
2190;A;2023-10-22;455;3;51
2191;A;2023-12-13;609;61;23
2192;P;2023-09-19;609;61;23
2193;A;2023-09-25;609;61;23
2194;E;2024-05-31;609;61;23
2195;A;2023-10-16;932;40;101
2196;A;2024-01-21;932;40;101
2197;E;2024-05-24;932;40;101
2198;A;2023-11-15;829;64;10
2199;P;2023-10-30;829;64;10
2200;A;2024-05-21;829;64;10
2201;P;2023-10-07;433;64;10
2202;P;2023-12-15;433;64;10
2203;O;2024-04-15;727;53;65
2204;A;2023-11-05;727;53;65
2205;E;2023-09-13;727;53;65
2206;D;2023-12-26;727;53;65
2207;P;2024-04-08;586;77;0
2208;A;2023-12-08;586;77;0
2209;A;2023-09-18;586;77;0
2210;P;2024-06-01;586;77;0
2211;P;2023-09-15;586;77;0
2212;A;2023-12-23;202;51;51
2213;P;2024-02-29;202;51;51
2214;P;2023-10-19;202;51;51
2215;E;2024-05-02;202;51;51
2216;A;2023-09-07;517;63;50
2217;E;2024-03-23;517;63;50
2218;E;2023-11-06;517;63;50
2219;E;2023-11-07;517;63;50
2220;E;2023-10-29;709;4;12
2221;A;2023-09-13;709;4;12
2222;A;2024-05-10;446;39;41
2223;A;2024-05-18;446;39;41
2224;A;2023-09-23;446;39;41
2225;P;2024-02-11;921;3;51
2226;A;2023-11-09;629;11;22
2227;A;2024-01-28;629;11;22
2228;A;2023-11-21;575;40;101
2229;A;2023-09-02;485;3;51
2230;A;2023-10-25;485;3;51
2231;A;2023-12-30;922;4;12
2232;E;2023-12-18;922;4;12
2233;P;2024-01-14;754;11;22
2234;A;2024-01-25;941;17;33
2235;E;2024-06-28;941;17;33
2236;O;2024-03-08;941;17;33
2237;E;2023-12-08;941;17;33
2238;E;2023-11-11;941;17;33
2239;A;2024-03-26;0;74;70
2240;A;2024-01-09;0;74;70
2241;P;2024-05-28;0;74;70
2242;E;2023-09-16;12;48;20
2243;O;2023-09-09;12;48;20
2244;E;2023-09-30;12;48;20
2245;P;2023-12-31;12;48;20
2246;P;2023-12-17;494;51;51
2247;A;2024-02-14;609;38;72
2248;P;2023-09-26;609;38;72
2249;E;2023-10-30;609;38;72
2250;E;2024-05-21;609;38;72
2251;A;2024-04-21;609;38;72
2252;A;2023-12-03;649;74;70
2253;P;2024-06-08;649;74;70
2254;A;2023-10-23;674;18;107
2255;A;2024-01-19;829;41;56
2256;A;2024-06-25;829;41;56
2257;O;2023-11-17;506;25;1
2258;E;2024-02-14;506;25;1
2259;E;2024-03-17;506;25;1
2260;P;2023-10-31;84;73;42
2261;E;2024-02-25;84;73;42
2262;P;2023-11-17;84;73;42
2263;A;2023-09-03;567;41;56
2264;E;2024-01-09;567;41;56
2265;O;2023-09-30;567;41;56
2266;A;2024-06-07;567;41;56
2267;P;2023-11-04;423;27;104
2268;A;2024-04-29;423;27;104
2269;D;2024-02-25;67;20;28
2270;E;2023-12-10;496;17;33
2271;E;2024-04-02;496;17;33
2272;A;2024-05-05;496;17;33
2273;E;2024-02-06;496;17;33
2274;O;2023-09-23;496;17;33
2275;P;2024-02-09;100;17;33
2276;P;2023-12-24;978;20;28
2277;P;2024-06-25;978;20;28
2278;P;2023-11-07;978;20;28
2279;A;2024-01-01;978;20;28
2280;D;2023-09-13;917;10;42
2281;P;2024-02-27;917;10;42
2282;A;2024-06-16;917;10;42
2283;O;2023-12-16;917;10;42
2284;A;2023-09-07;917;10;42
2285;P;2024-04-14;768;67;23
2286;O;2023-12-23;882;52;85
2287;P;2023-09-12;77;33;87
2288;O;2023-10-26;77;33;87
2289;P;2023-10-21;77;33;87
2290;E;2024-06-13;551;69;54
2291;A;2024-06-30;551;69;54
2292;E;2024-01-26;551;69;54
2293;A;2024-04-20;551;69;54
2294;A;2024-02-08;551;69;54
2295;A;2024-05-25;952;4;12
2296;D;2024-03-02;952;4;12
2297;E;2024-01-24;689;39;41
2298;A;2024-02-17;689;39;41
2299;O;2024-05-17;58;56;106
2300;D;2023-10-22;58;56;106
2301;E;2023-09-11;58;56;106
2302;O;2024-04-23;655;46;61
2303;E;2023-12-09;655;46;61
2304;A;2024-06-25;902;3;51
2305;E;2024-01-08;290;33;87
2306;E;2024-01-15;290;33;87
2307;E;2024-01-18;180;18;107
2308;A;2024-03-16;180;18;107
2309;P;2023-09-28;690;3;51
2310;E;2023-12-31;690;3;51
2311;D;2023-11-17;690;3;51
2312;P;2024-06-06;472;46;61
2313;D;2023-11-23;472;46;61
2314;A;2023-12-01;472;46;61
2315;P;2023-09-22;472;46;61
2316;E;2023-11-03;472;46;61
2317;P;2024-01-04;914;13;23
2318;A;2024-03-21;912;52;85
2319;A;2024-01-26;912;52;85
2320;E;2024-03-21;912;52;85
2321;E;2024-05-26;642;48;20
2322;A;2024-04-01;642;48;20
2323;P;2024-02-11;642;48;20
2324;P;2023-12-16;829;54;24
2325;P;2023-09-16;829;54;24
2326;E;2023-09-12;829;54;24
2327;P;2023-11-13;829;54;24
2328;A;2023-11-02;984;77;0
2329;D;2024-05-31;984;77;0
2330;A;2024-02-19;225;25;1
2331;O;2023-10-21;225;25;1
2332;A;2024-06-12;225;25;1
2333;D;2023-10-08;567;54;24
2334;P;2024-05-29;301;20;28
2335;A;2023-10-21;301;20;28
2336;A;2023-11-06;301;20;28
2337;E;2024-02-12;301;20;28
2338;A;2024-05-19;301;20;28
2339;A;2024-01-14;152;40;101
2340;P;2024-03-29;152;40;101
2341;A;2024-01-23;152;40;101
2342;O;2023-09-02;152;40;101
2343;E;2024-04-02;152;40;101
2344;A;2023-12-03;339;46;61
2345;A;2024-05-04;339;46;61
2346;E;2024-05-31;339;46;61
2347;E;2023-10-19;339;46;61
2348;A;2023-09-28;392;58;23
2349;A;2023-10-09;392;58;23
2350;E;2023-10-14;392;58;23
2351;A;2023-09-14;392;58;23
2352;A;2024-03-12;392;58;23
2353;E;2023-12-21;29;6;50
2354;P;2024-06-19;29;6;50
2355;A;2024-01-22;29;6;50
2356;A;2023-10-11;29;6;50
2357;A;2023-09-30;993;18;107
2358;A;2023-12-02;993;18;107
2359;A;2023-12-30;993;18;107
2360;A;2023-11-15;784;24;44
2361;E;2024-02-16;784;24;44
2362;E;2023-09-15;784;24;44
2363;P;2023-12-10;533;33;87
2364;P;2024-01-18;533;33;87
2365;E;2023-09-04;533;33;87
2366;A;2023-09-23;574;34;11
2367;A;2023-10-01;574;34;11
2368;P;2023-11-05;574;34;11
2369;E;2023-09-26;574;34;11
2370;E;2024-01-08;366;5;38
2371;A;2023-10-22;366;5;38
2372;A;2024-05-26;366;5;38
2373;E;2023-10-31;366;5;38
2374;D;2024-06-19;366;5;38
2375;A;2023-09-17;672;48;20
2376;A;2024-05-07;672;48;20
2377;A;2023-11-13;672;48;20
2378;O;2024-03-30;672;48;20
2379;P;2023-12-11;672;48;20
2380;A;2024-01-14;221;32;23
2381;E;2023-09-12;221;32;23
2382;A;2024-04-25;649;64;10
2383;A;2023-10-09;649;64;10
2384;A;2024-03-03;84;63;50
2385;P;2024-05-17;524;69;54
2386;A;2024-02-28;524;69;54
2387;A;2024-02-08;524;69;54
2388;E;2024-01-09;288;58;23
2389;P;2024-06-23;288;58;23
2390;E;2024-05-12;716;10;42
2391;P;2024-03-04;37;67;23
2392;A;2023-12-15;37;67;23
2393;E;2023-10-25;875;3;51
2394;P;2023-11-30;820;67;23
2395;A;2024-01-01;820;67;23
2396;P;2024-03-12;820;67;23
2397;E;2024-02-27;573;46;61
2398;A;2024-03-09;573;46;61
2399;P;2023-11-27;970;11;22
2400;E;2023-09-06;970;11;22
2401;A;2023-12-28;970;11;22
2402;A;2024-02-03;970;11;22
2403;E;2023-09-13;439;3;51
2404;A;2023-11-06;707;46;61
2405;A;2024-01-18;707;46;61
2406;E;2024-03-27;707;46;61
2407;E;2024-02-22;0;41;56
2408;O;2023-09-14;0;41;56
2409;A;2023-11-14;0;41;56
2410;A;2023-10-05;597;31;8
2411;P;2023-11-26;597;31;8
2412;A;2024-06-19;93;3;51
2413;P;2024-02-14;93;3;51
2414;A;2023-11-09;93;3;51
2415;A;2023-09-14;386;76;48
2416;P;2023-09-16;386;76;48
2417;A;2024-06-15;386;76;48
2418;A;2024-05-07;386;76;48
2419;O;2023-12-20;386;76;48
2420;P;2024-06-02;873;51;51
2421;A;2024-06-04;873;51;51
2422;P;2023-11-30;873;51;51
2423;A;2024-06-02;732;75;86
2424;P;2023-11-20;732;75;86
2425;A;2023-11-12;732;75;86
2426;E;2023-10-01;732;75;86
2427;A;2024-03-19;732;75;86
2428;P;2024-06-19;638;68;91
2429;D;2023-09-08;965;54;24
2430;O;2024-06-03;714;63;50
2431;E;2024-02-23;351;11;22
2432;E;2023-11-09;351;11;22
2433;A;2023-10-18;351;11;22
2434;A;2024-05-15;392;12;106
2435;E;2024-06-14;392;12;106
2436;A;2024-03-08;392;12;106
2437;O;2024-06-16;505;69;54
2438;E;2023-11-21;505;69;54
2439;P;2024-04-08;505;69;54
2440;D;2023-09-05;505;69;54
2441;P;2024-03-27;202;31;8
2442;P;2024-03-24;202;31;8
2443;E;2023-09-25;202;31;8
2444;P;2023-10-21;202;31;8
2445;D;2023-12-02;623;24;44
2446;A;2023-09-20;675;71;52
2447;A;2023-11-29;675;71;52
2448;E;2023-11-26;675;71;52
2449;E;2023-12-26;675;71;52
2450;P;2024-05-09;540;26;96
2451;A;2024-01-22;540;26;96
2452;O;2024-02-20;540;26;96
2453;A;2023-12-07;144;26;96
2454;A;2023-10-15;258;48;20
2455;A;2023-12-06;258;48;20
2456;A;2023-09-07;258;48;20
2457;E;2023-12-11;258;48;20
2458;P;2024-03-14;854;73;42
2459;D;2023-12-24;854;73;42
2460;D;2024-06-23;854;73;42
2461;A;2023-10-30;847;34;11
2462;A;2023-11-28;847;34;11
2463;O;2023-11-16;847;34;11
2464;A;2023-10-10;847;34;11
2465;E;2024-05-11;847;34;11
2466;P;2023-09-18;208;47;88
2467;P;2024-02-19;208;47;88
2468;E;2024-01-30;208;47;88
2469;A;2023-10-12;407;27;104
2470;A;2024-04-20;407;27;104
2471;A;2024-04-12;407;27;104
2472;D;2023-09-01;394;57;9
2473;E;2024-06-11;668;68;91
2474;P;2023-10-21;782;53;65
2475;P;2024-05-24;782;53;65
2476;A;2024-06-30;935;3;51
2477;A;2023-10-22;935;3;51
2478;A;2023-11-07;935;3;51
2479;T;2024-04-15;935;3;51
2480;E;2024-02-12;935;3;51
2481;P;2023-10-19;494;31;8
2482;A;2024-04-11;494;31;8
2483;E;2024-04-19;494;31;8
2484;E;2023-10-25;493;72;100
2485;P;2024-03-12;493;72;100
2486;E;2023-10-08;493;72;100
2487;O;2023-12-25;493;72;100
2488;E;2024-01-01;493;72;100
2489;A;2023-12-24;768;11;22
2490;E;2023-10-29;768;11;22
2491;P;2024-04-12;768;11;22
2492;A;2024-02-26;787;24;44
2493;E;2024-04-08;787;24;44
2494;E;2024-05-20;787;24;44
2495;P;2023-09-13;787;24;44
2496;O;2024-06-23;524;59;30
2497;E;2023-12-10;524;59;30
2498;E;2024-01-19;368;77;0
2499;E;2023-10-01;368;77;0
2500;P;2023-11-06;368;77;0
2501;P;2024-03-16;455;45;102
2502;D;2024-06-14;37;57;9
2503;P;2023-11-02;37;57;9
2504;A;2023-10-24;37;57;9
2505;A;2023-10-03;37;57;9
2506;E;2023-12-30;426;18;107
2507;E;2024-03-05;426;18;107
2508;P;2024-03-26;426;18;107
2509;E;2023-12-04;882;32;23
2510;A;2023-10-30;882;32;23
2511;A;2023-12-18;49;31;8
2512;E;2024-02-09;49;31;8
2513;E;2024-05-13;49;31;8
2514;P;2023-09-19;49;31;8
2515;E;2023-09-15;820;57;9
2516;P;2023-10-15;820;57;9
2517;P;2023-09-05;698;68;91
2518;A;2023-10-14;698;68;91
2519;A;2024-05-06;604;24;44
2520;P;2023-10-16;604;24;44
2521;A;2024-02-12;604;24;44
2522;A;2023-09-23;141;34;11
2523;A;2024-02-01;141;34;11
2524;A;2024-04-26;141;34;11
2525;A;2024-01-19;141;34;11
2526;D;2023-12-22;141;34;11
2527;A;2023-09-06;357;3;51
2528;P;2024-05-29;357;3;51
2529;A;2023-12-25;357;3;51
2530;A;2024-05-25;293;18;107
2531;E;2024-04-04;723;17;33
2532;E;2023-10-13;723;17;33
2533;A;2023-12-16;723;17;33
2534;A;2024-03-06;565;68;91
2535;A;2024-03-06;565;68;91
2536;O;2023-10-30;565;68;91
2537;P;2024-01-06;170;33;87
2538;E;2024-05-03;170;33;87
2539;A;2024-01-31;170;33;87
2540;E;2024-05-02;170;33;87
2541;P;2024-02-05;976;17;33
2542;D;2023-12-30;976;17;33
2543;E;2023-12-01;976;17;33
2544;P;2023-10-13;303;68;91
2545;E;2024-03-19;485;45;102
2546;A;2024-05-30;485;45;102
2547;A;2023-12-24;485;45;102
2548;P;2024-06-20;485;45;102
2549;A;2023-09-29;451;52;85
2550;A;2023-10-18;451;52;85
2551;E;2024-01-04;451;52;85
2552;P;2024-01-15;451;52;85
2553;A;2024-03-07;451;52;85
2554;E;2024-02-05;610;76;48
2555;P;2023-09-05;610;76;48
2556;E;2024-06-17;610;76;48
2557;A;2024-02-09;638;58;23
2558;O;2024-02-06;638;58;23
2559;A;2024-03-13;638;58;23
2560;P;2023-12-16;433;34;11
2561;P;2023-10-31;433;34;11
2562;D;2024-01-06;433;34;11
2563;A;2023-11-29;433;34;11
2564;O;2023-09-13;231;48;20
2565;E;2024-03-21;231;48;20
2566;E;2023-12-02;231;48;20
2567;A;2024-02-20;231;48;20
2568;D;2023-11-13;431;73;42
2569;E;2023-09-20;431;73;42
2570;A;2024-02-17;714;53;65
2571;A;2024-05-22;714;53;65
2572;P;2023-09-01;714;53;65
2573;A;2023-11-13;665;11;22
2574;P;2024-01-15;665;11;22
2575;P;2024-04-15;665;11;22
2576;D;2024-01-09;665;11;22
2577;E;2024-02-11;665;11;22
2578;E;2023-10-06;423;69;54
2579;E;2024-04-14;423;69;54
2580;A;2023-11-16;423;69;54
2581;A;2024-01-01;423;69;54
2582;A;2023-10-08;517;33;87
2583;E;2023-11-29;517;33;87
2584;E;2023-09-24;557;69;54
2585;D;2024-05-17;557;69;54
2586;D;2024-02-02;557;69;54
2587;D;2023-09-15;557;69;54
2588;P;2024-05-04;557;69;54
2589;A;2023-09-07;957;39;41
2590;A;2024-06-25;957;39;41
2591;P;2023-10-11;957;39;41
2592;D;2024-03-06;957;39;41
2593;A;2023-12-24;957;39;41
2594;P;2024-02-22;521;3;51
2595;O;2024-05-12;521;3;51
2596;P;2023-09-23;521;3;51
2597;A;2024-04-17;602;77;0
2598;E;2024-01-25;602;77;0
2599;E;2023-10-23;876;51;51
2600;A;2024-01-09;679;31;8
2601;A;2024-02-17;679;31;8
2602;P;2023-11-11;679;31;8
2603;P;2023-09-15;679;31;8
2604;P;2023-10-07;48;48;20
2605;A;2024-01-21;48;48;20
2606;P;2024-05-21;48;48;20
2607;A;2024-01-26;48;48;20
2608;P;2023-12-05;48;48;20
2609;A;2024-03-03;382;73;42
2610;E;2023-09-10;382;73;42
2611;P;2024-03-15;382;73;42
2612;E;2024-05-31;239;24;44
2613;A;2024-02-16;239;24;44
2614;A;2024-04-12;239;24;44
2615;T;2023-10-11;239;24;44
2616;A;2024-03-11;145;17;33
2617;E;2024-01-08;145;17;33
2618;O;2024-06-17;145;17;33
2619;P;2024-06-01;145;17;33
2620;P;2024-03-06;668;58;23
2621;O;2023-11-30;668;58;23
2622;A;2024-06-17;668;58;23
2623;P;2023-10-13;668;58;23
2624;A;2024-03-06;668;58;23
2625;P;2023-10-21;728;72;100
2626;D;2024-04-01;728;72;100
2627;E;2024-04-22;197;27;104
2628;D;2023-11-07;197;27;104
2629;P;2023-11-12;471;38;72
2630;E;2023-09-27;471;38;72
2631;P;2023-12-06;471;38;72
2632;P;2024-03-06;471;38;72
2633;P;2024-03-06;626;61;23
2634;E;2023-09-16;721;69;54
2635;A;2024-04-05;721;69;54
2636;O;2024-01-29;222;56;106
2637;A;2023-09-10;222;56;106
2638;D;2023-09-06;410;27;104
2639;E;2024-03-28;410;27;104
2640;A;2023-12-12;410;27;104
2641;P;2024-01-20;410;27;104
2642;E;2024-04-22;497;32;23
2643;E;2024-02-23;497;32;23
2644;A;2024-01-11;497;32;23
2645;P;2023-11-23;497;32;23
2646;P;2023-09-14;497;32;23
2647;A;2023-09-20;905;6;50
2648;E;2023-09-08;905;6;50
2649;A;2023-11-27;905;6;50
2650;A;2023-10-20;905;6;50
2651;P;2023-09-06;474;48;20
2652;A;2024-02-27;474;48;20
2653;P;2024-06-07;474;48;20
2654;A;2024-05-11;474;48;20
2655;A;2024-02-03;412;73;42
2656;E;2024-06-11;412;73;42
2657;O;2023-10-09;412;73;42
2658;P;2023-09-13;781;56;106
2659;E;2023-11-04;781;56;106
2660;P;2023-11-26;781;56;106
2661;E;2024-05-05;781;56;106
2662;A;2023-11-22;781;56;106
