id;value;description;award_date;student_id;teacher_id
745;6;Today Skyler Tewksbury discussed the spell with  understanding.;2023-10-21;480;15
746;-2;Today Angella Pickett was found wandering after curfew.;2024-01-26;726;76
747;6;Saul Terry illustrated the subject matter with appreciable intuition.;2024-06-29;408;34
748;6;Three days ago Vanessa Orton discussed the subject matter.;2024-04-21;992;107
749;-3;Gia Myrick was found wandering after curfew.;2023-11-10;55;41
750;-4;Kelsey Robertshaw sent a cursed note to another student.;2024-06-19;262;41
751;-10;Mayola Tomkinson proved to be entirely strict.;2023-09-23;576;57
752;2;Five days ago Ingrid Flower was wholeheartedly trustworthy.;2023-09-25;749;88
753;2;Penny Mackie remained very gentle.;2024-06-23;851;59
754;3;Lori Brunton gave a demonstration of noteworthy comprehension.;2024-02-18;971;82
755;-3;Karly Merriman spoke disrespectfully to a professor.;2023-09-05;421;30
756;6;Harriet Holcomb was exceptionally thoughtful.;2024-04-15;994;10
757;5;Yesterday Ashton Warnock proved to be wholeheartedly approachable.;2024-06-22;491;27
758;-9;Five days ago Glynis Pontifex started being  inflexible.;2023-09-30;934;6
759;-1;Five days ago Madelyn Aleshire started being exceptionally insensitive.;2024-03-24;437;78
760;-4;Two days ago Imogen Stansfeld released a Dungbomb in the Great Hall.;2023-12-20;728;72
761;-2;Amelia Brawley continued to be extremely hostile.;2023-09-14;178;104
762;8;Five days ago Melody Sibley showed exceptional passion of the spell.;2023-09-29;78;15
763;-5;Two days ago Hunter Houseman disrupted class with inappropriate joke.;2023-10-23;606;95
764;3;Four days ago Blake Childe presented the subject matter.;2023-10-07;118;51
765;2;Two days ago Gwendolyn Streatfeild was exceptionally helpful.;2024-01-04;673;5
766;7;Six days ago Mila Evans showed appreciable skills of the spell.;2023-11-03;677;83
767;-3;Four days ago Alicia Buxton started being absurdly cold.;2024-03-09;420;60
768;2;Today Sherry Blakely discussed the problem.;2024-02-13;85;21
769;2;Today Mayola Hitchens demonstrated appreciable skills.;2023-09-07;846;22
770;1;Addison Hickley happened to be wonderfully helpful.;2023-12-02;393;71
771;-1;Today Penny Minter attempted to enter the Forbidden Forest.;2024-06-23;184;103
772;6;Today Sapphire Bubb explained the topic.;2023-09-28;214;108
773;5;Five days ago Ivy Stone discussed the topic with extraordinary awareness.;2023-09-10;379;38
774;2;Six days ago Gloria Kovacevski explained the subject matter with prominent skills.;2023-10-24;534;22
775;6;Blossom Bowers demonstrated  mastery of the subject.;2024-03-30;664;82
776;1;Today Hervey Needham answered the question  understanding.;2023-11-06;666;0
777;-7;Today Clover Hayday disrupted class with inappropriate joke.;2023-11-01;769;82
778;-4;Ephraim Dowd attempted to enter the Forbidden Forest.;2024-01-01;414;41
779;4;Zachary McCann answered the question great comprehension of the subject.;2024-03-29;871;3
780;9;Four days ago Lilly Layton started being sincerely wise.;2024-03-19;585;31
781;1;Lyndsay Allan answered the question prominent intuition.;2024-03-31;713;103
782;3;Today Jodie McNair-Wilson continued to be profoundly encouraging.;2023-09-21;400;95
783;-10;Today Sutton Tinsley happened to be extremely inconsiderate.;2023-10-29;658;52
784;-1;Two days ago Tara Frobisher threw food during mealtime.;2023-10-10;901;42
785;-1;Six days ago Alicia Buxton happened to be overly negligent.;2024-02-03;420;51
786;6;Duke Finn continued to be very uplifting.;2024-05-24;321;12
787;-5;Today Charlotte Tompson attempted to enter the Forbidden Forest.;2023-12-26;213;74
788;2;Clifton Holder illustrated the topic with extraordinary understanding.;2024-03-09;715;79
789;-2;Four days ago Georgie Ibbotson was unbelievably impatient.;2024-02-28;698;82
790;-3;Cherry Carmichael sent a cursed note to another student.;2024-05-27;343;61
791;-4;Claire Hancock remained totally disrespectful.;2023-09-29;801;100
792;2;Diane O'Hara discussed the subject matter with  comprehension.;2024-01-14;3;12
793;6;A week ago Rich Sparrow expressed extraordinary comprehension.;2023-09-15;158;99
794;-1;Brandy Bostick continued to be  hostile.;2023-12-20;529;103
795;4;Two days ago Carissa Hartland explained the problem with notable mastery.;2024-02-15;573;63
796;-1;Ian Pegler started being insanely apathetic.;2023-12-26;826;51
797;6;Mila Gill answered the question notable skills of the subject matter.;2024-02-29;410;28
798;-6;Yesterday Kaylee Ruffer used a forbidden spell.;2023-10-23;766;65
799;2;Today Bernard Biggs demonstrated outstanding skills of the subject matter.;2024-02-09;669;77
800;3;Sam Byron expressed noteworthy understanding of the subject matter.;2024-04-15;110;93
801;4;Five days ago Beverly Lee proved to be sincerely helpful.;2024-06-15;932;44
802;12;Two days ago Damon Stough demonstrated great knowledge of the topic.;2024-05-28;792;1
803;3;Two days ago Viola Fielding presented the spell with  passion.;2024-03-17;200;104
804;4;Today Janey Updike expressed appreciable comprehension.;2023-09-11;65;30
805;-6;Three days ago Hester Dudfield disrupted class with inappropriate joke.;2024-04-16;169;102
806;8;Petula Hose presented the topic.;2024-04-09;889;10
807;-3;Three days ago Penelope Edgerton sent a cursed note to another student.;2023-10-10;957;85
808;7;Today Alyson Hatfield remained deeply uplifting.;2023-09-16;119;38
809;1;Melanie Dicks answered the question appreciable passion.;2023-10-14;79;53
810;-9;Today Hunter Wodefold was caught in a restricted section without permission.;2023-10-23;274;46
811;4;Myra Edmondson demonstrated outstanding knowledge.;2024-04-30;52;4
812;-2;Six days ago Kim Henry remained totally insensitive.;2024-01-30;43;98
813;3;Six days ago Brilliana Newnes expressed great intuition of the subject.;2023-11-18;958;80
814;-9;Today Petunia Ford sent a cursed note to another student.;2023-11-19;967;14
815;1;Today Francie Brackman presented the problem.;2024-01-09;786;40
816;7;Today Mandy Ashley-Cooper started being tremendously nurturing.;2023-09-30;552;0
817;7;Lois Crowley illustrated the problem with extraordinary awareness.;2024-05-27;435;18
818;-6;Four days ago Zayden Jacobson remained incredibly patronizing.;2023-11-25;30;93
819;9;Five days ago Christopher Bigden illustrated the concept.;2024-02-04;133;30
820;-5;Today Carrie Anne Timmins was found wandering after curfew.;2023-10-05;218;4
821;1;Five days ago Lillie DeSanto continued to be hugely respectful.;2023-09-05;459;17
822;2;Yesterday Petula Hose discussed the subject.;2023-09-11;889;24
823;-7;Four days ago Andy Arliss failed to complete homework assignment.;2023-11-01;464;37
824;-1;A week ago Juniper Danzeisen started being unbelievably critical.;2024-03-29;165;41
825;-1;Today Isa Moat continued to be slightly arrogant.;2024-06-27;641;62
826;3;Marshall Blakeley showed great understanding of the spell.;2023-10-08;899;110
827;1;Mindy Feasey illustrated the problem.;2024-01-11;505;38
828;-2;A week ago Velma Cooper started being ridiculously demeaning.;2024-04-17;494;14
829;-1;Carlile Shipway happened to be notoriously critical.;2024-04-12;586;66
830;-4;Today Marie Lockwood proved to be overly arrogant.;2024-06-28;308;104
831;-2;A week ago Lorena Garrison started being incredibly impatient.;2024-01-08;721;82
832;-1;A week ago Julie Morton remained extremely demeaning.;2024-04-03;679;17
833;-4;Four days ago Francie Torney threw food during mealtime.;2024-04-11;327;38
834;4;Today Lilla Moore-Bick continued to be hugely trustworthy.;2023-09-08;468;109
835;-7;Today Kelsey Thornton arrived late to class.;2023-12-11;858;10
836;-3;Frankie Downing happened to be  inflexible.;2023-12-04;86;2
837;4;Branden Morton presented the concept with prominent comprehension.;2024-03-18;235;19
838;3;Yesterday Clarice Asquith gave a demonstration of  understanding of the spell.;2024-02-12;445;24
839;4;Veronica Gilmour remained especially motivating.;2023-11-20;64;0
840;3;Winston Howorth explained the subject with extraordinary capability.;2024-05-04;303;79
841;4;Today Addison Maddux remained tremendously supportive.;2023-09-12;523;70
842;-9;Six days ago Landon Stafford caused a cauldron to explode in Potions.;2023-12-31;611;96
843;5;Today Siouxsie Gedye showed extraordinary understanding.;2023-12-12;840;68
844;1;Today Gideon Zigler proved to be sincerely uplifting.;2023-10-06;265;80
845;1;Six days ago Hartland Hargrove illustrated the problem.;2023-10-29;389;16
846;-1;Kasey Saywell was highly cold.;2024-01-15;330;24
847;-1;Three days ago Kathleen Watrous was completely cold.;2024-02-11;617;106
848;-9;Today Clark Merrifield happened to be surprisingly unfair.;2024-05-31;155;17
849;1;Francie Brackman discussed the subject matter.;2023-10-24;786;1
850;-4;Today Georgina Severin started being  negligent.;2023-12-31;912;53
851;5;Honor Aizer started being extraordinarily wise.;2023-12-25;841;0
852;3;Christy Ivens proved to be extraordinarily generous.;2023-12-25;77;76
853;2;Penelope Broady discussed the subject.;2024-05-29;441;0
854;-10;Four days ago Lionel Swales attempted to enter the Forbidden Forest.;2023-10-23;192;86
855;4;Yesterday Petula Read illustrated the spell with extraordinary knowledge.;2024-02-10;915;6
856;8;Francie Brackman illustrated the topic with great capability.;2023-12-10;786;21
857;-6;Amber Instone remained  inconsiderate.;2024-04-10;980;10
858;-4;A week ago Celinda Trotman caused a cauldron to explode in Potions.;2024-01-19;613;47
859;2;Maud Lovett showed prominent comprehension.;2023-11-29;510;101
860;-9;Six days ago Hervey Needham started being totally patronizing.;2024-03-05;666;76
861;8;Two days ago Noella Thorn explained the problem with exceptional passion.;2023-09-17;750;22
862;2;A week ago Kathryn Hynds illustrated the subject with prominent knowledge.;2024-03-16;680;92
863;6;Today Gale Pitzen happened to be exceptionally friendly.;2024-06-04;810;49
864;6;Four days ago Quendrida Wharton illustrated the problem.;2024-06-11;781;97
865;-2;Six days ago Cuthbert Standridge continued to be utterly hostile.;2024-01-25;349;67
866;2;Today Jayden Armitstead discussed the topic.;2023-10-13;614;44
867;2;Today Coral Baldwin illustrated the spell with outstanding understanding.;2023-09-21;189;108
868;-7;Antonia Bailie proved to be  demeaning.;2024-02-11;340;16
869;3;Mayola Guest continued to be notably inspiring.;2024-04-20;336;102
870;-1;Two days ago Sandra Stringfellow proved to be  intolerant.;2023-09-25;104;10
871;-9;Two days ago Sapphire Brunton was slightly insensitive.;2023-11-15;369;43
872;-5;Karly Merriman was totally harsh.;2024-04-27;421;98
873;1;Yesterday Suzanne Whiting explained the subject.;2023-11-05;925;42
874;-8;Two days ago Braxton McCormick sent a cursed note to another student.;2023-09-10;203;66
875;-2;Yesterday Amanda Hawkinson continued to be completely insensitive.;2023-10-16;987;46
876;-6;Lanna Bainbridge spoke disrespectfully to a professor.;2023-10-04;942;100
877;3;Casey Winkles started being thoughtfully considerate.;2023-11-20;347;82
878;-2;Six days ago Tod Whitesides remained surprisingly condescending.;2023-10-14;307;93
879;-5;Adelaide Slade was caught running in the corridors.;2024-06-18;472;13
880;-1;Two days ago Coral Baldwin was entirely impatient.;2023-10-06;189;77
881;-2;Two days ago Jonny Allpress spoke disrespectfully to a professor.;2024-02-11;595;79
882;-7;Today Joelle Fleishhacker arrived late to class.;2024-01-26;243;60
883;2;Today Christina Beeby showed noteworthy mastery.;2023-09-18;906;91
884;-10;Six days ago Lori Brunton remained incredibly indifferent.;2023-12-24;971;17
885;3;Four days ago Vera Calnan happened to be amazingly nurturing.;2024-01-17;485;13
886;7;Six days ago Tyler Driver answered the question  comprehension.;2024-01-19;777;58
887;2;Two days ago Julianne Vann expressed notable knowledge of the concept.;2023-12-23;565;18
888;10;Cassidy Twitchett expressed  understanding.;2024-05-09;926;9
889;-3;Four days ago Paulina English caused a cauldron to explode in Potions.;2023-11-25;324;91
890;2;Four days ago Joyce Peters demonstrated appreciable awareness of the subject.;2023-12-21;836;108
891;-3;Goldie Monroe released a Dungbomb in the Great Hall.;2024-04-10;245;74
892;-6;A week ago Isaiah Finley used magic in the corridors between classes.;2024-05-21;357;85
893;1;Yesterday Rebecca Hollingworth gave a demonstration of appreciable passion of the topic.;2024-05-13;894;87
894;-1;Hunter Houseman remained remarkably patronizing.;2023-12-21;606;27
895;-1;Quendrida Chatfield-Taylor remained utterly aggressive.;2023-11-08;247;45
896;-1;Merle Vaughan-Lee continued to be surprisingly critical.;2024-06-27;709;93
897;-4;Madonna Howfield used magic in the corridors between classes.;2023-09-16;700;40
898;-4;Two days ago Alison Kersey proved to be  negligent.;2023-11-14;583;54
899;-5;Jodie Orlebar used a forbidden spell.;2023-11-24;123;81
900;-4;Two days ago Miriam Greenwood started being insanely cold.;2024-02-07;256;72
901;1;Four days ago Kaylee Chanoine showed prominent awareness.;2024-03-20;537;102
902;-9;Today Viola Fielding skipped class without permission.;2024-04-11;200;18
903;-3;Yesterday Denzil Greaves proved to be excessively insensitive.;2023-09-06;954;22
904;-4;Today Irene Anderson attempted to enter the Forbidden Forest.;2023-09-01;896;60
905;3;Four days ago Glen Blanton proved to be sincerely wise.;2024-01-17;318;54
906;3;Marlene Archdale showed noteworthy understanding.;2024-05-25;363;104
907;-13;Karin Twort continued to be horribly patronizing.;2024-06-28;636;85
908;8;Yesterday Kane Lane Fox explained the spell.;2024-05-25;47;18
909;7;Two days ago Spring Wolfwood happened to be exceptionally gentle.;2023-10-01;252;65
910;3;Three days ago Marshall Blakeley discussed the subject matter.;2024-05-13;899;54
911;6;Two days ago Carlena Low started being highly approachable.;2023-12-04;442;16
912;-2;Jeremy Bignot spoke disrespectfully to a professor.;2024-01-02;945;48
913;-2;Six days ago Hayden Croucher spoke disrespectfully to a professor.;2024-06-20;396;110
914;5;A week ago Gerald Dunham was extraordinarily patient.;2024-05-07;361;48
915;-1;A week ago Iris Binnington continued to be  aggressive.;2024-04-17;731;17
916;7;Yesterday Bernard Geddes happened to be extraordinarily supportive.;2023-11-18;843;22
917;-8;Three days ago Blair Parks proved to be remarkably strict.;2023-09-30;205;35
918;9;Diane O'Hara gave a demonstration of  understanding of the subject.;2023-10-18;3;5
919;-1;Yesterday Bernard Biggs continued to be horribly inconsiderate.;2024-01-10;669;42
920;-4;Abby Edwardson started being slightly arrogant.;2024-03-04;295;51
921;-6;Today Erin Mandeville happened to be highly arrogant.;2024-04-19;137;4
922;4;Four days ago Sandy Proud answered the question appreciable skills.;2023-12-15;161;4
923;-7;Today Alexander Hodierna disrupted class with inappropriate joke.;2024-05-03;528;105
924;4;Today Ethel Scobie discussed the subject matter with outstanding knowledge.;2023-11-21;51;3
925;-5;Today Kirstin Jupp started being extremely hostile.;2023-12-17;566;97
926;-1;Gloria Kovacevski sent a cursed note to another student.;2023-10-03;534;45
927;-2;Patrice Lees proved to be totally arrogant.;2023-10-04;122;96
928;-6;Yesterday Stephanie Beachcroft happened to be exceptionally inconsiderate.;2023-11-24;227;74
929;-2;Four days ago Morty Rees-Mogg continued to be overly unsupportive.;2023-11-03;633;98
930;1;Margaret Leatherbarrow explained the problem with  knowledge.;2023-11-11;905;36
931;6;Today Jameson Gusfield discussed the topic.;2024-03-04;890;74
932;-4;Six days ago Davina Lamphere continued to be totally aggressive.;2024-02-27;650;71
933;10;Four days ago Glynis Pontifex proved to be extremely attentive.;2023-09-26;934;38
934;-6;Today Gemma Arliss continued to be very unfair.;2023-12-09;156;14
935;2;Six days ago Sutton Stockton answered the question  passion.;2023-10-29;87;8
936;2;Today Honor Heron presented the concept with prominent understanding.;2024-06-20;62;83
937;5;Today Carol Anne Rakestraw illustrated the spell.;2023-09-08;446;54
938;4;Gerald Dunham illustrated the concept.;2023-12-29;361;38
939;-3;Charli Monroy threw food during mealtime.;2023-12-07;983;17
940;9;Today Althea Worrall presented the subject with  understanding.;2023-10-06;113;8
941;-3;Three days ago Cuthbert Theodore spoke disrespectfully to a professor.;2023-11-29;794;80
942;-4;Fabienne Howfield was found wandering after curfew.;2023-09-19;515;50
943;3;Three days ago Frankie Macbeth demonstrated outstanding comprehension.;2024-02-13;825;12
944;10;Today Wallace Petty happened to be especially kind.;2024-01-14;354;49
945;-1;Four days ago Waverly Midwinter continued to be insanely condescending.;2023-10-01;599;90
946;6;Today Esther Satterly started being wonderfully uplifting.;2024-03-18;751;38
947;-2;Yesterday Haisley Montagu threw food during mealtime.;2023-11-03;996;91
948;-12;Yesterday Gemma Arliss continued to be slightly dismissive.;2023-10-03;156;98
949;-4;Henrietta Curfman remained shockingly patronizing.;2024-04-01;935;27
950;-4;Six days ago Primrose O'Dell started being totally condescending.;2024-01-12;928;63
951;-2;Four days ago Lyndon Haynes started being  disrespectful.;2024-05-26;467;53
952;11;Six days ago Agnes Arch gave a demonstration of  mastery of the concept.;2023-09-09;850;109
953;-6;Two days ago Abby Edwardson used a forbidden spell.;2023-10-27;295;91
954;9;Four days ago Adele Windsor-Clive proved to be wonderfully caring.;2024-03-15;802;20
955;1;Six days ago Carissa Binnington proved to be remarkably generous.;2023-10-12;32;6
956;13;Today Jack Whitelaw explained the topic with exceptional awareness.;2024-01-21;355;13
957;-1;Evander Gomersall skipped class without permission.;2024-05-17;917;5
958;8;Today Marshall Blakeley happened to be immensely helpful.;2024-02-15;899;1
959;-9;Two days ago Barb Reckord proved to be unbelievably inflexible.;2023-09-22;306;16
960;2;A week ago Lilly Wheatley explained the spell with extraordinary comprehension.;2024-06-09;436;97
961;-1;Today Alison Kersey remained highly indifferent.;2024-05-20;583;15
962;3;Yesterday Gwendolyn Streatfeild illustrated the problem.;2024-01-19;673;74
963;6;Six days ago Angelica Maxse showed  understanding of the topic.;2023-12-14;323;34
964;5;Two days ago Demi Spencer-Churchill proved to be wonderfully supportive.;2024-02-19;615;91
965;-11;Today Vernon Greenfield used magic in the corridors between classes.;2023-09-21;172;66
966;-8;Two days ago Stevie Hatton attempted to enter the Forbidden Forest.;2024-05-03;553;8
967;-4;Today Palmer Westcott arrived late to class.;2023-11-03;782;88
968;-3;Paul Boot sent a cursed note to another student.;2023-12-20;688;78
969;1;Astrid Hardman gave a demonstration of prominent mastery of the subject.;2024-03-20;42;12
970;-1;Darby Hurley threw food during mealtime.;2023-11-20;270;3
971;4;Three days ago Laurence Lawlor answered the question appreciable mastery of the concept.;2023-09-26;114;33
972;-13;A week ago Mila Evans was completely intolerant.;2024-01-12;677;103
973;5;Lori Brunton proved to be amazingly tolerant.;2023-09-17;971;67
974;6;Six days ago Stevland Maddock illustrated the spell.;2024-04-05;842;73
975;-4;Allen Caldwell attempted to enter the Forbidden Forest.;2024-02-12;415;41
976;-4;Tara Dawber attempted to enter the Forbidden Forest.;2023-11-21;975;19
977;-5;Merle Vaughan-Lee happened to be slightly strict.;2023-12-01;709;85
978;14;Carrie Anne Timmins illustrated the subject.;2023-12-04;218;45
979;-2;Today Bill Clutter sent a cursed note to another student.;2023-09-14;237;106
980;-6;Today Robert Hance skipped class without permission.;2024-05-31;101;67
981;-14;Today Branden Morton happened to be totally negligent.;2024-05-29;235;3
982;3;Mike Treweek demonstrated outstanding awareness.;2023-11-22;997;62
983;-1;Today Charlee Prickett used magic in the corridors between classes.;2024-03-03;0;65
984;-2;Today Lena Bancroft disrupted class with inappropriate joke.;2024-06-08;953;6
985;-2;Six days ago Jemima Kenny started being  hostile.;2024-04-08;151;11
986;-1;Five days ago Imelda Crook started being  demeaning.;2023-10-06;59;21
987;-1;A week ago Sam Penington started being insanely unapproachable.;2024-05-06;413;33
988;-2;Phoebe Lamp disrupted class with inappropriate joke.;2024-02-09;719;33
989;-4;Adelaide Slade started being wildly intolerant.;2023-09-12;472;101
990;2;Two days ago Lanny Albin discussed the topic.;2023-12-11;872;96
991;-1;Two days ago Madelyn Hardy released a Dungbomb in the Great Hall.;2024-05-31;672;21
992;-2;Two days ago Saul Terry threw food during mealtime.;2023-10-03;408;9
993;10;Noelle Ponting was profoundly uplifting.;2023-09-23;969;24
994;-1;Today Marie Hallam failed to complete homework assignment.;2024-03-04;887;26
995;-9;Susan Hollingsworth was found wandering after curfew.;2024-01-06;867;95
996;-2;Yesterday Adora Aitch attempted to enter the Forbidden Forest.;2023-09-04;314;24
997;-1;Adele Pilgrim proved to be exceptionally aggressive.;2024-05-14;419;12
998;6;Yesterday Kathryn Hynds presented the concept with notable comprehension.;2024-02-07;680;0
999;-9;Yesterday Horace Turnbull was caught in a restricted section without permission.;2024-05-29;222;65
1000;7;Today Liliana Oglethorpe gave a demonstration of exceptional skills of the concept.;2024-06-02;134;22
1001;3;Merle Barker proved to be tremendously kind.;2024-06-04;503;95
1002;3;Three days ago Alvina Sheridan discussed the subject with  comprehension.;2024-05-28;604;88
1003;-2;Charlee Prickett remained notoriously negligent.;2023-10-20;0;21
1004;1;Today Sapphire Brunton happened to be sincerely friendly.;2024-01-28;369;97
1005;-6;Yesterday Emery Dearborn proved to be utterly hostile.;2023-12-20;83;2
1006;-1;Four days ago Carroll Sparks started being incredibly inconsiderate.;2023-12-05;478;61
1007;-6;Today Christian Gower threw food during mealtime.;2024-04-13;154;14
1008;3;Dawn Montagu remained incredibly dedicated.;2024-02-26;94;38
1009;-1;Six days ago Arda Allingham remained highly dismissive.;2024-05-28;514;40
1010;6;Evelyn Ashbee demonstrated  knowledge of the concept.;2024-03-06;725;49
1011;5;Yesterday Esther Satterly continued to be thoughtfully empathetic.;2023-11-14;751;11
1012;1;Karlee Byrne illustrated the subject matter with prominent comprehension.;2024-02-15;309;73
1013;-3;Clover Hayday happened to be  unapproachable.;2023-09-30;769;101
1014;5;Yesterday Avis Wheaton remained sincerely attentive.;2023-09-14;620;9
1015;-8;Six days ago Helene Hawks happened to be completely indifferent.;2023-09-24;434;109
1016;-3;Four days ago Gloria Round sent a cursed note to another student.;2023-10-20;301;76
1017;-7;Gwendolyn Streatfeild used magic in the corridors between classes.;2023-11-11;673;79
1018;-8;Five days ago Margaret Leatherbarrow proved to be surprisingly unfair.;2023-11-06;905;93
1019;1;Today Murray Eakin proved to be genuinely gentle.;2024-06-17;941;43
1020;4;Today Ingrid Flower discussed the topic with outstanding knowledge.;2023-12-01;749;6
1021;5;Valda Blight demonstrated notable mastery.;2023-11-14;433;21
1022;-1;Yesterday Abby Edwardson was caught running in the corridors.;2023-10-24;295;12
1023;-2;A week ago Karin Twort started being notoriously harsh.;2023-12-01;636;39
1024;2;Two days ago Cassidy Twitchett answered the question  knowledge.;2024-03-08;926;65
1025;-14;Yesterday Palmer Amos used magic in the corridors between classes.;2024-05-01;67;49
1026;6;Brilliana Hope-Johnstone discussed the problem with noteworthy passion.;2023-12-27;183;101
1027;4;Today Benn Carr expressed  passion.;2023-10-21;990;73
1028;-4;Griffin Babbs remained highly inconsiderate.;2024-02-12;920;14
1029;6;Three days ago Mallory Kovachik answered the question  comprehension.;2024-06-26;470;60
1030;-1;Janey Updike attempted to enter the Forbidden Forest.;2023-12-26;65;51
1031;6;Today Maxine Petrich answered the question great understanding of the subject.;2024-03-12;947;5
1032;-8;Jolyon St John started being overly hostile.;2024-03-04;644;8
1033;3;Six days ago Dennis Senior remained very approachable.;2023-09-14;238;66
1034;-5;Two days ago Lauretta Swynnerton continued to be  condescending.;2024-06-11;498;83
1035;1;Jaynie Crawford gave a demonstration of exceptional skills of the subject.;2023-10-08;659;89
1036;5;Renesmee Applegate answered the question notable knowledge of the concept.;2024-05-25;448;40
1037;3;Two days ago Gwendolyn Streatfeild demonstrated outstanding mastery of the topic.;2023-11-26;673;79
1038;1;Four days ago Kirsteen Pardoe illustrated the spell.;2024-05-15;391;7
1039;-6;Two days ago Cindy Keach remained  intolerant.;2023-09-19;488;12
1040;-4;Today Hannah Brennan was surprisingly negligent.;2024-04-13;893;10
1041;1;Five days ago Marina Swinton gave a demonstration of notable passion.;2024-04-19;571;51
1042;3;A week ago Elaine Britten expressed  awareness of the subject.;2023-11-22;230;86
1043;-6;Today Yancy Mapother released a Dungbomb in the Great Hall.;2024-06-18;580;75
1044;-2;Alison Jeffress remained ridiculously manipulative.;2024-06-18;345;7
1045;6;Today Veronica Gilmour showed great understanding.;2023-09-11;64;73
1046;11;Six days ago Rich Sparrow remained tremendously fair.;2023-11-17;158;26
1047;1;Two days ago Lauryn Chalkley showed extraordinary passion of the problem.;2024-01-15;518;53
1048;-8;Today Honor Aizer was found wandering after curfew.;2024-04-28;841;51
1049;3;Yesterday Francie Torney explained the problem with great capability.;2023-11-22;327;100
1050;3;Maxine Carell proved to be truly inspiring.;2023-09-24;780;76
1051;5;Five days ago Kelsey Thornton explained the subject matter.;2024-06-08;858;81
1052;-6;Cosmo Barker was found wandering after curfew.;2024-06-25;618;106
1053;-6;Edna Belcher happened to be utterly inconsiderate.;2024-03-19;656;105
1054;-1;Gloria Kovacevski was caught running in the corridors.;2023-09-01;534;109
1055;-5;Babette Whitehead arrived late to class.;2023-09-27;221;87
1056;9;Three days ago Allen Caldwell happened to be exceptionally motivating.;2024-01-11;415;70
1057;8;Four days ago Hazel Sosebee discussed the topic.;2024-04-01;976;34
1058;5;Yesterday Celinda Trotman continued to be remarkably generous.;2024-05-16;613;84
1059;-6;Gulliver Younge disrupted class with inappropriate joke.;2024-02-20;745;59
1060;4;Lorena Blind expressed  passion.;2023-10-13;39;42
1061;-1;Six days ago Marcie Oatway continued to be highly manipulative.;2024-06-07;848;7
1062;-1;Four days ago Demi Spencer-Churchill threw food during mealtime.;2024-04-20;615;62
1063;5;Yesterday Muriel Farthing continued to be remarkably nurturing.;2023-11-27;929;4
1064;8;A week ago Doreen Flood continued to be extraordinarily nurturing.;2023-09-25;54;110
1065;1;A week ago Clifton Holder was tremendously uplifting.;2023-09-14;715;82
1066;7;Five days ago Sid Bassham was sincerely fair.;2024-01-28;56;107
1067;-5;Two days ago Wilhelm Waterfield spoke disrespectfully to a professor.;2024-02-18;623;72
1068;-6;Fiona Sargent started being  insensitive.;2024-06-09;475;22
1069;8;Five days ago Murray Eakin discussed the spell with appreciable knowledge.;2023-11-20;941;107
1070;3;Bella McTavish was extraordinarily trustworthy.;2024-02-21;708;68
1071;8;Three days ago Landon Stafford demonstrated great knowledge of the subject.;2024-05-15;611;68
1072;9;Isaiah Finley explained the subject matter with noteworthy comprehension.;2023-12-02;357;50
1073;1;Today Kim Glidewell expressed appreciable capability of the subject matter.;2024-03-28;288;36
1074;-8;Today Davis Catesby started being ridiculously harsh.;2023-11-08;210;26
1075;-4;Six days ago Duke Ashley-Cooper sent a cursed note to another student.;2023-12-14;845;65
1076;-8;A week ago Marlene Archdale proved to be shockingly condescending.;2023-10-07;363;8
1077;-3;Marie Lockwood attempted to enter the Forbidden Forest.;2024-06-01;308;72
1078;-5;Ursula Shyer disrupted class with inappropriate joke.;2023-09-11;160;87
1079;-4;Four days ago Marlene Latham was caught in a restricted section without permission.;2023-12-01;197;40
1080;6;Today Sheryl McPherson answered the question outstanding awareness of the spell.;2024-05-22;811;67
1081;-3;Lorelei Noyce released a Dungbomb in the Great Hall.;2023-10-04;322;41
1082;-2;Two days ago Danna Noakes happened to be remarkably critical.;2024-04-12;466;58
1083;-7;Today Tiffany Adlington remained utterly impatient.;2023-09-07;166;82
1084;2;Today Irma Goodwyn discussed the topic with outstanding knowledge.;2024-02-24;195;68
1085;-2;A week ago Honor Heron started being extremely unapproachable.;2024-04-24;62;2
1086;-2;Today Carrie Anne Timmins remained excessively demeaning.;2023-10-14;218;26
1087;18;Today Carissa Hartland happened to be thoughtfully respectful.;2023-12-20;573;46
1088;1;Julianne Vann presented the problem.;2024-05-25;565;45
1089;5;Derrick Sammon discussed the problem.;2023-11-29;807;110
1090;7;Three days ago Walt Deyes discussed the subject with great mastery.;2023-10-19;560;56
1091;1;Naila Hall presented the spell.;2024-04-01;416;1
1092;4;Gwendolen Seymour-Conway explained the problem with great awareness.;2024-02-06;547;34
1093;5;Hunter Houseman illustrated the concept with  intuition.;2023-09-16;606;74
1094;-1;Four days ago Christian Gower started being completely aggressive.;2023-10-21;154;100
1095;9;Five days ago Hilda Willing illustrated the subject matter with prominent knowledge.;2024-06-30;146;86
1096;-2;Allen Caldwell was caught in a restricted section without permission.;2024-01-11;415;55
1097;6;Yesterday Claire Hancock continued to be genuinely supportive.;2024-02-18;801;53
1098;-5;Today Cecily Loud started being insanely unsupportive.;2024-06-03;352;1
1099;6;Rebecca Hollingworth was highly encouraging.;2024-01-26;894;41
1100;-1;Today Jayden Armitstead proved to be remarkably dismissive.;2023-10-23;614;51
1101;1;Two days ago Jeremy Bignot proved to be exceptionally caring.;2024-05-04;945;38
