id;value;award_date;student_id;subject_id;teacher_id
5541;A;2024-03-17;411;29;58
5542;O;2023-11-27;411;36;81
5543;E;2023-06-11;411;36;81
5544;D;2024-09-04;411;36;81
5545;T;2023-01-09;411;43;1
5546;T;2023-04-11;411;43;1
5547;T;2023-07-30;424;1;8
5548;O;2024-12-20;424;1;8
5549;D;2024-12-08;424;1;8
5550;E;2023-08-09;424;1;8
5551;O;2023-07-28;424;8;75
5552;D;2023-03-12;424;8;75
5553;P;2023-04-27;424;8;75
5554;A;2023-02-18;424;15;27
5555;T;2023-09-17;424;15;27
5556;A;2023-11-14;424;15;27
5557;D;2024-01-27;424;15;27
5558;T;2024-08-26;424;22;68
5559;A;2023-07-26;424;22;68
5560;T;2023-12-22;424;29;58
5561;D;2023-10-28;424;29;58
5562;O;2023-01-18;424;29;58
5563;P;2024-01-09;424;29;58
5564;P;2023-12-23;424;29;58
5565;D;2023-10-22;424;36;81
5566;O;2023-10-13;424;36;81
5567;A;2024-02-02;424;36;81
5568;T;2023-01-05;424;36;81
5569;E;2023-06-13;424;36;81
5570;O;2024-02-02;424;43;1
5571;A;2023-09-22;424;43;1
5572;O;2023-05-19;437;1;8
5573;P;2023-04-08;437;1;8
5574;E;2023-11-15;437;1;8
5575;E;2024-05-28;437;1;8
5576;O;2024-10-02;437;1;8
5577;A;2024-07-25;437;8;75
5578;A;2024-04-22;437;8;75
5579;P;2024-07-15;437;8;75
5580;O;2023-09-10;437;8;75
5581;A;2023-10-26;437;8;75
5582;D;2023-12-11;437;15;27
5583;O;2024-08-14;437;15;27
5584;O;2024-10-06;437;15;27
5585;O;2023-04-01;437;22;68
5586;D;2024-02-15;437;22;68
5587;P;2023-05-04;437;22;68
5588;T;2023-09-11;437;22;68
5589;T;2024-02-15;437;29;58
5590;O;2023-05-14;437;29;58
5591;D;2024-05-08;437;29;58
5592;A;2023-09-03;437;36;81
5593;O;2024-06-06;437;36;81
5594;P;2024-08-18;437;36;81
5595;T;2023-12-03;437;36;81
5596;D;2023-08-23;437;36;81
5597;A;2023-02-14;437;43;1
5598;P;2023-09-04;437;43;1
5599;A;2023-09-18;437;43;1
5600;E;2024-01-16;437;43;1
5601;O;2024-05-19;437;43;1
5602;D;2024-09-16;444;1;8
5603;A;2023-12-10;444;1;8
5604;A;2024-10-01;444;1;8
5605;P;2023-05-16;444;8;75
5606;D;2023-08-11;444;8;75
5607;E;2023-04-06;444;8;75
5608;E;2024-03-11;444;8;75
5609;O;2023-01-04;444;8;75
5610;P;2024-05-22;444;15;27
5611;E;2024-06-27;444;15;27
5612;O;2024-03-16;444;15;27
5613;O;2024-04-24;444;22;68
5614;A;2023-12-25;444;22;68
5615;P;2024-02-01;444;22;68
5616;P;2023-08-15;444;29;58
5617;O;2024-09-29;444;29;58
5618;P;2023-03-14;444;29;58
5619;A;2023-04-29;444;36;81
5620;A;2024-03-06;444;36;81
5621;P;2023-03-14;444;43;1
5622;D;2024-06-16;444;43;1
5623;O;2023-02-04;444;43;1
5624;P;2023-12-15;444;43;1
5625;T;2024-05-31;447;1;8
5626;E;2023-06-12;447;1;8
5627;P;2024-11-21;447;1;8
5628;O;2023-08-31;447;1;8
5629;D;2023-03-22;447;8;75
5630;T;2024-01-23;447;8;75
5631;O;2024-10-03;447;15;27
5632;A;2023-11-11;447;15;27
5633;A;2023-05-01;447;22;68
5634;T;2023-09-13;447;22;68
5635;E;2023-04-02;447;29;58
5636;A;2024-03-05;447;29;58
5637;A;2024-12-28;447;29;58
5638;O;2024-02-10;447;29;58
5639;P;2024-03-04;447;36;81
5640;T;2023-08-27;447;36;81
5641;O;2023-11-04;447;36;81
5642;D;2024-10-05;447;36;81
5643;P;2024-01-21;447;43;1
5644;D;2023-11-28;447;43;1
5645;E;2023-01-21;454;1;8
5646;A;2024-09-04;454;1;8
5647;O;2023-05-11;454;1;8
5648;E;2024-02-05;454;1;8
5649;D;2024-09-09;454;8;75
5650;A;2023-12-23;454;8;75
5651;P;2023-03-20;454;15;27
5652;T;2023-02-09;454;15;27
5653;O;2023-12-29;454;22;68
5654;T;2024-11-09;454;22;68
5655;D;2024-09-13;454;22;68
5656;O;2024-08-17;454;22;68
5657;T;2024-06-07;454;29;58
5658;D;2024-07-13;454;29;58
5659;P;2024-02-27;454;29;58
5660;A;2024-12-14;454;36;81
5661;D;2024-05-02;454;36;81
5662;A;2024-07-28;454;43;1
5663;E;2023-06-16;454;43;1
5664;A;2024-11-30;458;1;8
5665;D;2023-12-29;458;1;8
5666;E;2024-03-25;458;8;75
5667;A;2024-11-24;458;8;75
5668;A;2023-10-02;458;15;27
5669;P;2024-12-11;458;15;27
5670;D;2024-08-08;458;15;27
5671;E;2023-07-27;458;15;27
5672;T;2024-12-20;458;22;68
5673;T;2023-10-09;458;22;68
5674;A;2024-12-21;458;29;58
5675;D;2023-03-25;458;29;58
5676;E;2023-01-12;458;36;81
5677;T;2023-10-26;458;36;81
5678;P;2023-03-14;458;36;81
5679;E;2024-12-30;458;43;1
5680;A;2024-04-11;458;43;1
5681;O;2024-03-01;459;1;8
5682;E;2023-04-26;459;1;8
5683;E;2023-02-20;459;1;8
5684;T;2024-10-02;459;8;75
5685;D;2024-10-19;459;8;75
5686;D;2024-09-13;459;8;75
5687;D;2023-03-31;459;15;27
5688;P;2023-07-27;459;15;27
5689;T;2023-01-06;459;15;27
5690;D;2024-01-03;459;22;68
5691;D;2023-11-29;459;22;68
5692;P;2023-09-22;459;22;68
5693;P;2023-10-27;459;22;68
5694;A;2023-02-27;459;29;58
5695;E;2024-05-08;459;29;58
5696;P;2023-10-09;459;36;81
5697;D;2024-09-15;459;36;81
5698;D;2024-12-05;459;36;81
5699;A;2024-01-05;459;36;81
5700;E;2023-06-26;459;36;81
5701;O;2024-09-08;459;43;1
5702;T;2024-11-02;459;43;1
5703;A;2023-10-05;459;43;1
5704;O;2023-11-07;462;1;8
5705;O;2023-07-30;462;1;8
5706;O;2023-06-03;462;8;75
5707;E;2024-12-26;462;8;75
5708;O;2023-04-21;462;15;27
5709;T;2024-09-22;462;15;27
5710;E;2023-10-12;462;15;27
5711;E;2024-06-14;462;15;27
5712;T;2023-10-14;462;15;27
5713;P;2024-08-21;462;22;68
5714;A;2023-10-09;462;22;68
5715;D;2024-08-31;462;29;58
5716;T;2023-11-07;462;29;58
5717;A;2023-11-21;462;29;58
5718;T;2023-03-05;462;29;58
5719;A;2024-01-25;462;36;81
5720;E;2024-09-03;462;36;81
5721;P;2024-10-27;462;36;81
5722;T;2024-09-17;462;43;1
5723;P;2023-02-18;462;43;1
5724;E;2023-10-10;466;1;8
5725;D;2024-02-19;466;1;8
5726;E;2024-12-08;466;8;75
5727;T;2024-09-15;466;8;75
5728;P;2024-03-09;466;8;75
5729;P;2023-05-11;466;8;75
5730;P;2023-03-09;466;8;75
5731;O;2024-07-11;466;15;27
5732;E;2024-02-17;466;15;27
5733;P;2023-05-23;466;15;27
5734;O;2023-06-27;466;22;68
5735;T;2023-01-04;466;22;68
5736;O;2024-08-14;466;22;68
5737;T;2023-11-11;466;22;68
5738;O;2023-11-19;466;29;58
5739;A;2024-09-05;466;29;58
5740;P;2023-04-25;466;29;58
5741;A;2024-11-28;466;29;58
5742;T;2023-11-13;466;36;81
5743;D;2024-06-16;466;36;81
5744;D;2023-01-03;466;36;81
5745;A;2024-11-22;466;43;1
5746;D;2024-08-29;466;43;1
5747;E;2024-02-23;466;43;1
5748;T;2024-05-22;467;1;8
5749;E;2024-08-19;467;1;8
5750;O;2023-09-25;467;1;8
5751;A;2024-11-07;467;1;8
5752;A;2024-08-11;467;8;75
5753;D;2024-11-01;467;8;75
5754;D;2023-08-21;467;15;27
5755;D;2024-03-31;467;15;27
5756;O;2024-07-07;467;15;27
5757;P;2023-11-02;467;15;27
5758;T;2024-10-31;467;22;68
5759;P;2024-06-20;467;22;68
5760;P;2023-09-02;467;29;58
5761;E;2024-03-30;467;29;58
5762;A;2024-09-17;467;36;81
5763;D;2023-02-06;467;36;81
5764;E;2024-11-05;467;43;1
5765;O;2023-02-12;467;43;1
5766;P;2023-09-17;467;43;1
5767;T;2024-02-18;470;1;8
5768;O;2024-07-29;470;1;8
5769;D;2023-01-29;470;1;8
5770;P;2023-05-26;470;1;8
5771;T;2023-05-03;470;8;75
5772;P;2024-10-30;470;8;75
5773;D;2023-04-25;470;15;27
5774;D;2023-06-19;470;15;27
5775;O;2023-03-13;470;15;27
5776;T;2024-06-27;470;15;27
5777;A;2024-04-24;470;15;27
5778;T;2024-03-12;470;22;68
5779;T;2023-01-30;470;22;68
5780;D;2024-04-10;470;22;68
5781;T;2023-06-10;470;22;68
5782;O;2024-06-24;470;22;68
5783;T;2024-11-17;470;29;58
5784;A;2023-07-29;470;29;58
5785;D;2023-04-05;470;29;58
5786;E;2023-10-17;470;36;81
5787;O;2023-12-19;470;36;81
5788;A;2023-09-15;470;36;81
5789;T;2024-08-30;470;36;81
5790;D;2023-12-29;470;43;1
5791;T;2024-06-01;470;43;1
5792;A;2024-02-06;470;43;1
5793;D;2024-12-26;480;1;8
5794;D;2023-04-15;480;1;8
5795;A;2023-06-06;480;1;8
5796;T;2023-07-01;480;1;8
5797;T;2023-05-30;480;8;75
5798;P;2023-08-13;480;8;75
5799;A;2023-07-22;480;8;75
5800;P;2023-08-01;480;8;75
5801;A;2024-01-05;480;8;75
5802;A;2024-08-25;480;15;27
5803;D;2024-04-05;480;15;27
5804;O;2024-04-03;480;15;27
5805;D;2023-05-27;480;22;68
5806;O;2024-03-27;480;22;68
5807;O;2023-02-24;480;22;68
5808;P;2024-04-06;480;29;58
5809;P;2023-09-23;480;29;58
5810;D;2024-06-05;480;29;58
5811;D;2023-12-30;480;29;58
5812;T;2023-02-12;480;29;58
5813;P;2023-12-23;480;36;81
5814;P;2024-07-09;480;36;81
5815;A;2024-01-23;480;36;81
5816;A;2024-06-16;480;36;81
5817;T;2024-09-08;480;36;81
5818;O;2024-01-29;480;43;1
5819;A;2023-11-16;480;43;1
5820;A;2023-02-24;494;1;8
5821;E;2024-06-21;494;1;8
5822;O;2024-07-18;494;8;75
5823;T;2023-12-06;494;8;75
5824;D;2024-06-28;494;15;27
5825;A;2023-03-19;494;15;27
5826;D;2023-12-29;494;15;27
5827;D;2024-08-19;494;22;68
5828;E;2023-07-06;494;22;68
5829;T;2023-06-20;494;29;58
5830;T;2023-10-03;494;29;58
5831;A;2024-07-04;494;29;58
5832;E;2024-02-08;494;29;58
5833;A;2023-10-12;494;29;58
5834;D;2023-06-23;494;36;81
5835;P;2024-10-27;494;36;81
5836;D;2024-02-14;494;43;1
5837;T;2023-06-05;494;43;1
5838;P;2023-11-30;494;43;1
5839;T;2023-07-25;496;1;8
5840;P;2023-12-30;496;1;8
5841;D;2024-07-09;496;1;8
5842;T;2024-08-14;496;1;8
5843;T;2024-12-30;496;1;8
5844;E;2023-05-10;496;8;75
5845;T;2023-05-07;496;8;75
5846;A;2023-06-02;496;8;75
5847;A;2024-10-14;496;8;75
5848;T;2024-08-16;496;15;27
5849;A;2023-11-15;496;15;27
5850;A;2024-10-16;496;15;27
5851;O;2023-01-10;496;15;27
5852;E;2024-12-01;496;15;27
5853;A;2024-03-25;496;22;68
5854;A;2023-06-27;496;22;68
5855;O;2023-07-28;496;22;68
5856;P;2023-09-16;496;29;58
5857;P;2023-01-24;496;29;58
5858;A;2024-11-17;496;36;81
5859;A;2023-01-30;496;36;81
5860;O;2024-06-06;496;36;81
5861;E;2024-09-19;496;43;1
5862;E;2024-05-14;496;43;1
5863;D;2024-03-07;496;43;1
5864;D;2024-02-13;496;43;1
5865;E;2023-09-25;497;1;8
5866;D;2023-04-04;497;1;8
5867;D;2023-08-24;497;1;8
5868;D;2024-06-22;497;1;8
5869;E;2024-02-17;497;1;8
5870;P;2023-11-02;497;8;75
5871;T;2024-05-25;497;8;75
5872;D;2024-02-19;497;15;27
5873;D;2023-03-21;497;15;27
5874;D;2024-06-24;497;15;27
5875;D;2024-11-25;497;15;27
5876;O;2023-05-23;497;15;27
5877;A;2024-07-19;497;22;68
5878;D;2023-03-13;497;22;68
5879;D;2024-03-26;497;22;68
5880;O;2024-06-25;497;29;58
5881;T;2023-03-14;497;29;58
5882;O;2024-03-22;497;29;58
5883;O;2023-06-16;497;29;58
5884;P;2024-01-26;497;36;81
5885;E;2023-01-28;497;36;81
5886;D;2023-06-05;497;36;81
5887;E;2024-07-25;497;36;81
5888;P;2023-08-11;497;36;81
5889;D;2023-04-17;497;43;1
5890;O;2023-08-10;497;43;1
5891;P;2023-08-07;497;43;1
5892;A;2024-03-10;501;1;8
5893;E;2024-05-04;501;1;8
5894;O;2023-02-17;501;1;8
5895;E;2023-01-29;501;1;8
5896;T;2023-11-03;501;1;8
5897;E;2023-11-25;501;8;75
5898;O;2023-10-31;501;8;75
5899;O;2024-11-07;501;15;27
5900;E;2023-05-17;501;15;27
5901;P;2023-08-29;501;22;68
5902;P;2024-01-07;501;22;68
5903;A;2024-02-12;501;22;68
5904;D;2023-02-15;501;22;68
5905;T;2024-06-14;501;29;58
5906;P;2023-09-10;501;29;58
5907;T;2023-11-23;501;29;58
5908;O;2024-01-05;501;29;58
5909;O;2024-07-28;501;29;58
5910;A;2023-04-19;501;36;81
5911;P;2023-01-10;501;36;81
5912;O;2024-05-28;501;36;81
5913;D;2023-02-16;501;36;81
5914;O;2023-07-05;501;36;81
5915;O;2024-10-26;501;43;1
5916;T;2023-05-24;501;43;1
5917;O;2024-01-14;503;1;8
5918;E;2023-10-02;503;1;8
5919;A;2024-09-18;503;8;75
5920;P;2024-06-11;503;8;75
5921;A;2023-02-13;503;8;75
5922;P;2024-08-04;503;15;27
5923;O;2024-11-17;503;15;27
5924;A;2024-02-07;503;15;27
5925;A;2024-09-04;503;22;68
5926;T;2023-07-03;503;22;68
5927;T;2024-06-09;503;22;68
5928;D;2024-01-31;503;29;58
5929;T;2024-05-03;503;29;58
5930;E;2023-10-23;503;29;58
5931;T;2024-12-26;503;36;81
5932;O;2023-12-10;503;36;81
5933;P;2024-10-09;503;36;81
5934;E;2023-09-04;503;43;1
5935;E;2023-01-12;503;43;1
5936;T;2024-03-19;503;43;1
5937;O;2023-09-27;503;43;1
5938;T;2024-03-25;505;1;8
5939;O;2024-08-18;505;1;8
5940;E;2023-12-22;505;1;8
5941;E;2023-01-29;505;1;8
5942;E;2024-10-13;505;8;75
5943;E;2024-11-07;505;8;75
5944;A;2023-06-28;505;15;27
5945;T;2023-08-23;505;15;27
5946;P;2024-08-08;505;22;68
5947;P;2023-08-15;505;22;68
5948;A;2024-08-24;505;22;68
5949;D;2023-10-05;505;22;68
5950;E;2024-07-12;505;22;68
5951;T;2023-09-07;505;29;58
5952;T;2024-05-03;505;29;58
5953;A;2024-09-07;505;36;81
5954;T;2023-11-20;505;36;81
5955;D;2024-08-17;505;43;1
5956;A;2023-01-16;505;43;1
5957;A;2023-06-07;514;1;8
5958;P;2023-04-14;514;1;8
5959;P;2024-03-20;514;1;8
5960;T;2024-11-21;514;8;75
5961;A;2023-03-20;514;8;75
5962;P;2023-12-20;514;8;75
5963;A;2023-08-18;514;15;27
5964;O;2024-07-22;514;15;27
5965;D;2024-05-27;514;15;27
5966;A;2024-06-16;514;15;27
5967;A;2024-04-19;514;15;27
5968;O;2023-06-25;514;22;68
5969;P;2023-03-09;514;22;68
5970;E;2023-11-15;514;22;68
5971;A;2024-09-06;514;22;68
5972;O;2023-07-04;514;29;58
5973;T;2023-06-28;514;29;58
5974;A;2024-03-03;514;29;58
5975;A;2023-12-24;514;29;58
5976;T;2023-02-22;514;36;81
5977;O;2023-01-12;514;36;81
5978;T;2023-09-24;514;36;81
5979;A;2024-06-29;514;36;81
5980;D;2024-07-28;514;43;1
5981;D;2023-01-12;514;43;1
5982;E;2023-04-21;514;43;1
5983;P;2024-03-19;514;43;1
5984;D;2024-09-11;527;1;8
5985;O;2024-04-25;527;1;8
5986;P;2023-08-18;527;1;8
5987;O;2023-08-28;527;1;8
5988;E;2024-09-07;527;1;8
5989;A;2023-05-26;527;8;75
5990;A;2024-08-07;527;8;75
5991;T;2023-11-09;527;15;27
5992;T;2024-02-23;527;15;27
5993;A;2024-12-01;527;15;27
5994;E;2023-01-28;527;15;27
5995;P;2023-09-25;527;15;27
5996;P;2024-07-30;527;22;68
5997;E;2024-08-26;527;22;68
5998;O;2023-03-31;527;22;68
5999;O;2023-01-08;527;22;68
6000;O;2024-04-16;527;22;68
6001;O;2024-02-25;527;29;58
6002;A;2023-05-22;527;29;58
6003;D;2023-12-29;527;29;58
6004;O;2023-09-05;527;29;58
6005;P;2023-07-05;527;29;58
6006;A;2024-07-27;527;36;81
6007;T;2023-08-17;527;36;81
6008;D;2024-08-14;527;36;81
6009;E;2024-04-05;527;36;81
6010;A;2023-01-04;527;36;81
6011;A;2024-11-13;527;43;1
6012;D;2023-10-12;527;43;1
6013;D;2023-02-20;565;1;8
6014;P;2024-12-29;565;1;8
6015;A;2023-12-14;565;1;8
6016;T;2024-04-07;565;1;8
6017;O;2023-11-03;565;1;8
6018;T;2024-01-09;565;8;75
6019;T;2024-01-26;565;8;75
6020;D;2024-10-04;565;8;75
6021;O;2024-07-05;565;15;27
6022;D;2023-08-03;565;15;27
6023;D;2024-10-03;565;15;27
6024;O;2023-04-14;565;15;27
6025;A;2023-11-19;565;22;68
6026;P;2024-10-31;565;22;68
6027;P;2023-12-08;565;22;68
6028;D;2023-08-27;565;22;68
6029;E;2023-01-11;565;22;68
6030;P;2023-08-27;565;29;58
6031;D;2024-02-29;565;29;58
6032;O;2023-06-10;565;29;58
6033;T;2024-03-12;565;29;58
6034;P;2023-07-20;565;29;58
6035;E;2024-03-25;565;36;81
6036;O;2024-11-16;565;36;81
6037;E;2024-07-02;565;36;81
6038;A;2024-10-09;565;36;81
6039;D;2023-03-15;565;36;81
6040;P;2023-02-24;565;43;1
6041;E;2024-06-26;565;43;1
6042;P;2023-08-27;565;43;1
6043;A;2023-10-25;565;43;1
6044;P;2023-12-04;567;1;8
6045;E;2024-11-29;567;1;8
6046;A;2023-08-13;567;8;75
6047;A;2023-07-08;567;8;75
6048;D;2023-10-06;567;8;75
6049;O;2024-06-24;567;8;75
6050;D;2024-12-22;567;15;27
6051;O;2024-05-09;567;15;27
6052;D;2023-12-24;567;22;68
6053;P;2024-10-03;567;22;68
6054;T;2023-08-27;567;29;58
6055;P;2023-11-30;567;29;58
6056;A;2024-02-11;567;29;58
6057;D;2023-10-14;567;29;58
6058;P;2023-03-10;567;29;58
6059;P;2023-01-04;567;36;81
6060;D;2024-01-19;567;36;81
6061;T;2024-10-23;567;36;81
6062;O;2023-09-14;567;43;1
6063;E;2023-04-12;567;43;1
6064;P;2024-09-17;567;43;1
6065;A;2023-04-09;567;43;1
6066;O;2023-11-17;567;43;1
6067;T;2024-07-09;569;1;8
6068;P;2023-04-26;569;1;8
6069;T;2024-04-03;569;1;8
6070;A;2023-10-01;569;8;75
6071;T;2023-03-28;569;8;75
6072;T;2023-09-08;569;8;75
6073;P;2023-01-17;569;15;27
6074;O;2023-05-31;569;15;27
6075;O;2024-11-13;569;15;27
6076;O;2023-09-04;569;15;27
6077;D;2024-01-29;569;15;27
6078;T;2023-06-14;569;22;68
6079;P;2024-02-19;569;22;68
6080;A;2023-12-26;569;22;68
6081;T;2023-07-27;569;22;68
6082;E;2024-06-08;569;22;68
6083;D;2023-12-07;569;29;58
6084;P;2023-05-30;569;29;58
6085;P;2024-01-01;569;36;81
6086;D;2023-01-08;569;36;81
6087;T;2024-06-28;569;43;1
6088;A;2024-04-06;569;43;1
6089;E;2023-08-02;569;43;1
6090;D;2023-09-24;569;43;1
6091;D;2024-04-07;569;43;1
6092;P;2024-12-01;570;1;8
6093;T;2023-09-27;570;1;8
6094;P;2023-05-31;570;1;8
6095;A;2023-03-03;570;1;8
6096;D;2024-02-25;570;8;75
6097;O;2023-05-26;570;8;75
6098;O;2023-04-05;570;8;75
6099;P;2023-01-25;570;8;75
6100;D;2023-10-04;570;8;75
6101;P;2024-10-01;570;15;27
6102;D;2024-06-14;570;15;27
6103;T;2024-04-16;570;15;27
6104;E;2024-12-16;570;15;27
6105;P;2024-02-28;570;22;68
6106;D;2024-02-25;570;22;68
6107;A;2023-02-21;570;22;68
6108;E;2023-04-25;570;22;68
6109;A;2023-02-03;570;29;58
6110;D;2024-09-01;570;29;58
6111;D;2023-08-03;570;29;58
6112;T;2023-01-11;570;29;58
6113;D;2024-10-11;570;36;81
6114;T;2023-04-20;570;36;81
6115;T;2023-09-08;570;36;81
6116;P;2023-09-19;570;36;81
6117;T;2024-04-03;570;43;1
6118;T;2023-02-08;570;43;1
6119;D;2023-11-25;570;43;1
6120;P;2024-01-17;570;43;1
6121;E;2024-08-02;572;1;8
6122;A;2023-05-12;572;1;8
6123;A;2023-03-31;572;1;8
6124;E;2023-10-26;572;8;75
6125;A;2023-02-14;572;8;75
6126;A;2023-10-29;572;15;27
6127;O;2023-09-11;572;15;27
6128;D;2023-06-03;572;15;27
6129;D;2023-01-19;572;15;27
6130;P;2023-08-24;572;22;68
6131;P;2023-07-05;572;22;68
6132;T;2023-03-02;572;22;68
6133;T;2024-06-19;572;22;68
6134;A;2024-04-18;572;29;58
6135;T;2024-11-22;572;29;58
6136;E;2024-09-30;572;36;81
6137;A;2024-01-02;572;36;81
6138;P;2024-05-28;572;43;1
6139;T;2023-04-26;572;43;1
6140;A;2023-03-18;575;1;8
6141;T;2023-01-17;575;1;8
6142;D;2024-10-29;575;1;8
6143;E;2023-09-24;575;1;8
6144;T;2024-03-06;575;1;8
6145;P;2023-10-08;575;8;75
6146;P;2023-03-27;575;8;75
6147;O;2024-04-25;575;8;75
6148;E;2024-06-01;575;8;75
6149;A;2023-10-01;575;15;27
6150;E;2024-09-09;575;15;27
6151;E;2023-06-20;575;15;27
6152;E;2024-06-11;575;15;27
6153;P;2023-11-13;575;15;27
6154;P;2023-06-21;575;22;68
6155;E;2024-03-20;575;22;68
6156;P;2024-10-31;575;22;68
6157;A;2024-02-04;575;22;68
6158;T;2024-04-08;575;29;58
6159;A;2024-06-01;575;29;58
6160;E;2023-01-15;575;29;58
6161;A;2023-08-26;575;29;58
6162;P;2024-07-16;575;36;81
6163;D;2024-04-24;575;36;81
6164;T;2024-03-12;575;36;81
6165;O;2024-06-26;575;43;1
6166;E;2023-10-06;575;43;1
6167;P;2024-12-15;575;43;1
6168;O;2023-11-04;575;43;1
6169;E;2024-07-22;578;1;8
6170;P;2023-03-31;578;1;8
6171;O;2023-05-31;578;1;8
6172;D;2023-01-03;578;1;8
6173;P;2024-07-08;578;1;8
6174;A;2023-01-30;578;8;75
6175;P;2024-07-29;578;8;75
6176;P;2023-12-29;578;8;75
6177;A;2024-12-18;578;8;75
6178;D;2024-10-08;578;8;75
6179;O;2023-03-14;578;15;27
6180;E;2023-10-09;578;15;27
6181;E;2023-12-23;578;15;27
6182;E;2023-07-22;578;22;68
6183;O;2024-03-14;578;22;68
6184;D;2023-09-01;578;22;68
6185;O;2024-11-19;578;22;68
6186;P;2023-05-13;578;29;58
6187;A;2023-01-22;578;29;58
6188;A;2024-11-14;578;29;58
6189;T;2023-09-29;578;29;58
6190;T;2024-10-04;578;29;58
6191;T;2023-07-01;578;36;81
6192;E;2024-08-03;578;36;81
6193;E;2024-10-07;578;36;81
6194;D;2024-01-09;578;36;81
6195;O;2023-10-08;578;36;81
6196;D;2024-10-13;578;43;1
6197;A;2023-02-24;578;43;1
6198;P;2024-10-02;583;1;8
6199;E;2024-09-15;583;1;8
6200;T;2023-09-09;583;1;8
6201;P;2023-03-20;583;1;8
6202;P;2023-04-09;583;1;8
6203;A;2024-08-01;583;8;75
6204;O;2023-08-28;583;8;75
6205;A;2023-10-01;583;8;75
6206;P;2024-04-23;583;8;75
6207;A;2023-08-15;583;15;27
6208;O;2023-09-09;583;15;27
6209;A;2024-07-24;583;15;27
6210;A;2023-08-15;583;22;68
6211;O;2024-11-13;583;22;68
6212;O;2024-07-17;583;22;68
6213;T;2024-07-17;583;29;58
6214;T;2023-05-25;583;29;58
6215;T;2024-07-08;583;29;58
6216;P;2023-01-11;583;36;81
6217;E;2023-06-08;583;36;81
6218;E;2024-08-27;583;36;81
6219;P;2023-05-29;583;43;1
6220;P;2023-02-27;583;43;1
6221;O;2024-05-25;583;43;1
6222;A;2023-09-02;583;43;1
6223;T;2023-01-14;583;43;1
6224;P;2023-08-03;584;1;8
6225;O;2023-02-24;584;1;8
6226;A;2024-07-13;584;8;75
6227;A;2023-01-04;584;8;75
6228;D;2023-03-20;584;15;27
6229;D;2024-09-29;584;15;27
6230;O;2024-04-18;584;15;27
6231;D;2023-01-22;584;15;27
6232;O;2024-07-05;584;15;27
6233;O;2024-09-26;584;22;68
6234;O;2023-01-18;584;22;68
6235;D;2023-03-30;584;22;68
6236;D;2023-02-13;584;22;68
6237;P;2024-11-22;584;29;58
6238;A;2024-02-15;584;29;58
6239;T;2023-06-15;584;29;58
6240;D;2023-08-21;584;29;58
6241;P;2024-12-01;584;29;58
6242;D;2023-02-22;584;36;81
6243;T;2024-08-17;584;36;81
6244;T;2024-05-21;584;36;81
6245;D;2024-07-21;584;36;81
6246;E;2023-06-11;584;36;81
6247;E;2024-03-05;584;43;1
6248;O;2023-02-11;584;43;1
6249;P;2023-12-21;584;43;1
6250;O;2023-01-15;584;43;1
6251;T;2023-11-10;591;1;8
6252;P;2024-05-12;591;1;8
6253;E;2023-08-14;591;8;75
6254;D;2024-12-09;591;8;75
6255;D;2023-03-07;591;8;75
6256;D;2023-08-18;591;8;75
6257;T;2023-04-14;591;8;75
6258;P;2023-07-27;591;15;27
6259;O;2024-05-08;591;15;27
6260;A;2023-04-06;591;22;68
6261;T;2024-10-05;591;22;68
6262;P;2023-03-23;591;22;68
6263;A;2023-05-14;591;29;58
6264;P;2024-11-23;591;29;58
6265;E;2024-09-11;591;29;58
6266;A;2024-07-11;591;36;81
6267;A;2023-01-04;591;36;81
6268;T;2024-12-29;591;36;81
6269;E;2024-05-10;591;36;81
6270;D;2023-11-20;591;36;81
6271;T;2024-03-13;591;43;1
6272;P;2024-12-04;591;43;1
6273;D;2024-05-01;591;43;1
6274;E;2024-10-02;591;43;1
6275;E;2024-08-22;593;1;8
6276;D;2023-09-19;593;1;8
6277;A;2023-05-02;593;1;8
6278;E;2024-01-20;593;1;8
6279;P;2024-06-25;593;1;8
6280;P;2023-12-06;593;8;75
6281;A;2023-05-31;593;8;75
6282;O;2024-02-15;593;8;75
6283;P;2024-05-28;593;8;75
6284;D;2024-09-11;593;8;75
6285;D;2023-08-31;593;15;27
6286;O;2024-02-17;593;15;27
6287;T;2023-10-25;593;15;27
6288;O;2023-04-10;593;15;27
6289;A;2024-10-06;593;22;68
6290;T;2023-12-25;593;22;68
6291;T;2024-02-24;593;22;68
6292;P;2023-09-04;593;22;68
6293;T;2023-01-19;593;29;58
6294;D;2023-03-10;593;29;58
6295;O;2023-06-21;593;29;58
6296;E;2024-10-10;593;29;58
6297;T;2023-12-28;593;29;58
6298;O;2024-04-03;593;36;81
6299;O;2023-07-23;593;36;81
6300;E;2024-10-01;593;43;1
6301;P;2023-06-12;593;43;1
6302;P;2023-04-10;593;43;1
6303;A;2024-07-02;598;1;8
6304;A;2023-08-03;598;1;8
6305;P;2023-11-15;598;1;8
6306;O;2023-08-18;598;8;75
6307;D;2024-11-29;598;8;75
6308;P;2023-03-24;598;8;75
6309;A;2024-07-21;598;15;27
6310;E;2023-06-16;598;15;27
6311;A;2024-08-01;598;15;27
6312;E;2023-08-23;598;15;27
6313;O;2024-08-09;598;22;68
6314;T;2024-02-26;598;22;68
6315;T;2023-05-23;598;22;68
6316;E;2024-08-14;598;29;58
