id;value;description;award_date;student_id;teacher_id
3274;-34;Disrespecting a teacher;2024-03-27;9206;7
3275;28;Excellent classwork;2023-06-05;9620;71
3276;50;Bravery in difficult situation;2023-12-09;6789;55
3277;42;Excellent classwork;2023-01-01;836;66
3278;18;Answering correctly in class;2023-01-11;3188;29
3279;15;Outstanding spell performance;2024-11-25;1852;35
3280;13;Answering correctly in class;2023-07-02;8238;33
3281;-44;Using magic in corridors;2024-02-22;6339;60
3282;6;Helping another student;2024-06-23;9465;12
3283;16;Answering correctly in class;2023-05-29;3625;88
3284;1;Answering correctly in class;2024-10-18;2415;6
3285;-42;Being out after curfew;2023-06-18;1203;17
3286;-47;Being out after curfew;2024-12-30;759;68
3287;-8;Disrespecting a teacher;2023-09-15;8259;45
3288;22;Answering correctly in class;2024-09-10;7272;71
3289;28;Bravery in difficult situation;2023-08-28;1865;2
3290;6;Outstanding spell performance;2024-01-23;6105;30
3291;19;Excellent classwork;2024-09-08;6907;79
3292;0;Using magic in corridors;2024-02-10;3596;20
3293;-28;Using magic in corridors;2023-08-26;3379;2
3294;8;Bravery in difficult situation;2024-09-21;3031;35
3295;-14;Being late to class;2024-08-03;7560;87
3296;9;Outstanding spell performance;2024-09-20;9670;65
3297;-31;Disrespecting a teacher;2023-10-17;7538;93
3298;-43;Breaking school rules;2024-03-22;7966;55
3299;-11;Using magic in corridors;2024-12-19;3011;61
3300;49;Helping another student;2024-06-17;1521;30
3301;15;Excellent classwork;2024-04-09;9528;5
3302;-13;Disrespecting a teacher;2024-12-25;8217;84
3303;43;Bravery in difficult situation;2024-06-29;398;22
3304;30;Outstanding spell performance;2024-09-01;7896;49
3305;30;Bravery in difficult situation;2023-05-01;3874;11
3306;18;Outstanding spell performance;2023-08-24;6427;79
3307;-10;Being out after curfew;2024-04-18;389;36
3308;25;Bravery in difficult situation;2023-01-20;6231;66
3309;47;Outstanding spell performance;2024-06-11;9599;59
3310;36;Answering correctly in class;2024-12-08;6136;98
3311;-35;Using magic in corridors;2024-01-26;8642;5
3312;2;Helping another student;2023-06-26;8756;85
3313;-5;Disrespecting a teacher;2023-11-11;9108;78
3314;35;Excellent classwork;2024-05-14;5508;34
3315;11;Bravery in difficult situation;2024-06-08;2047;73
3316;-37;Being late to class;2024-12-03;4441;84
3317;43;Outstanding spell performance;2023-04-30;5166;79
3318;23;Answering correctly in class;2023-06-18;9231;92
3319;-19;Breaking school rules;2024-08-23;6416;9
3320;38;Outstanding spell performance;2024-09-27;708;52
3321;-14;Being late to class;2023-08-12;1911;32
3322;49;Outstanding spell performance;2023-09-14;7078;7
3323;29;Helping another student;2024-12-02;5192;25
3324;3;Excellent classwork;2023-03-06;3497;47
3325;-48;Breaking school rules;2023-02-01;2345;73
3326;47;Bravery in difficult situation;2024-03-26;9218;71
3327;-12;Being out after curfew;2024-03-04;8570;69
3328;27;Outstanding spell performance;2023-09-16;3911;70
3329;-11;Using magic in corridors;2024-07-16;5994;91
3330;-20;Disrespecting a teacher;2023-07-20;3551;57
3331;18;Excellent classwork;2023-06-24;3008;80
3332;-28;Using magic in corridors;2024-03-13;5557;31
3333;-42;Being late to class;2024-02-28;4940;79
3334;-6;Being out after curfew;2024-03-17;1265;99
3335;-16;Breaking school rules;2024-03-05;1614;11
3336;42;Bravery in difficult situation;2023-02-27;3416;97
3337;-23;Being late to class;2023-07-29;4399;5
3338;-21;Being out after curfew;2024-07-05;1172;3
3339;-31;Being out after curfew;2023-12-02;7453;32
3340;-22;Using magic in corridors;2024-02-07;9490;23
3341;-4;Disrespecting a teacher;2024-03-03;1045;52
3342;33;Excellent classwork;2024-02-09;3280;15
3343;44;Outstanding spell performance;2023-09-09;3255;9
3344;47;Excellent classwork;2023-12-07;3397;81
3345;-41;Being late to class;2023-12-20;312;60
3346;9;Helping another student;2023-11-21;557;30
3347;-43;Being out after curfew;2024-03-25;3750;24
3348;47;Bravery in difficult situation;2024-03-05;8410;60
3349;-47;Breaking school rules;2024-05-12;7630;69
3350;46;Helping another student;2024-06-24;6109;35
3351;-34;Using magic in corridors;2023-07-23;6726;62
3352;-31;Being late to class;2023-02-11;3016;8
3353;-43;Disrespecting a teacher;2023-09-26;140;91
3354;-48;Being late to class;2023-01-09;2637;14
3355;-24;Using magic in corridors;2024-01-13;3709;80
3356;42;Helping another student;2024-10-07;8593;50
3357;15;Helping another student;2023-05-23;2320;47
3358;15;Answering correctly in class;2024-01-03;6697;98
3359;3;Bravery in difficult situation;2023-11-01;5164;86
3360;-44;Using magic in corridors;2024-07-17;2235;86
3361;31;Outstanding spell performance;2023-04-09;4746;63
3362;4;Outstanding spell performance;2024-09-14;5871;59
3363;32;Outstanding spell performance;2023-03-24;4359;83
3364;3;Bravery in difficult situation;2024-04-07;1576;88
3365;-46;Being out after curfew;2024-10-20;7558;28
3366;-32;Being out after curfew;2024-03-29;5213;72
3367;-23;Being late to class;2024-10-31;1362;35
3368;-10;Being out after curfew;2024-05-07;1247;78
3369;41;Bravery in difficult situation;2023-12-21;8870;97
3370;35;Answering correctly in class;2024-04-29;5542;5
3371;32;Bravery in difficult situation;2023-06-27;6994;88
3372;11;Excellent classwork;2024-03-22;4883;59
3373;-20;Being late to class;2023-03-22;9561;9
3374;-6;Being late to class;2023-02-14;3073;38
3375;-9;Being late to class;2023-01-06;207;81
3376;-35;Breaking school rules;2023-03-16;3102;23
3377;45;Helping another student;2024-01-18;3064;77
3378;-23;Disrespecting a teacher;2023-06-14;5962;68
3379;49;Answering correctly in class;2024-09-08;5145;90
3380;26;Helping another student;2024-11-08;3580;55
3381;12;Bravery in difficult situation;2023-01-16;1035;4
3382;9;Excellent classwork;2023-01-18;6925;75
3383;-41;Being late to class;2024-08-08;7660;54
3384;-22;Being out after curfew;2024-12-27;5117;62
3385;20;Answering correctly in class;2023-05-09;4789;28
3386;35;Outstanding spell performance;2023-11-25;2699;83
3387;35;Outstanding spell performance;2024-04-15;984;98
3388;-49;Being out after curfew;2024-06-06;6350;95
3389;24;Answering correctly in class;2023-03-07;2194;25
3390;-24;Breaking school rules;2024-02-14;9853;78
3391;-13;Being late to class;2024-07-06;7387;59
3392;-1;Disrespecting a teacher;2024-10-15;6553;93
3393;-21;Breaking school rules;2023-02-04;3412;33
3394;-49;Being late to class;2023-12-26;2676;30
3395;1;Excellent classwork;2023-04-17;1581;6
3396;46;Bravery in difficult situation;2024-10-10;5361;2
3397;46;Answering correctly in class;2024-05-01;5029;6
3398;-12;Breaking school rules;2023-12-27;4834;58
3399;-15;Using magic in corridors;2023-05-06;9626;1
3400;34;Answering correctly in class;2024-09-18;6616;52
3401;8;Bravery in difficult situation;2023-04-20;4350;56
3402;-8;Breaking school rules;2024-06-14;6857;61
3403;13;Excellent classwork;2024-07-08;5362;21
3404;-22;Being out after curfew;2023-09-25;4082;0
3405;26;Excellent classwork;2024-02-06;6543;19
3406;5;Outstanding spell performance;2023-02-19;8330;70
3407;-38;Breaking school rules;2023-03-23;6180;94
3408;32;Helping another student;2024-10-04;4978;80
3409;-34;Breaking school rules;2024-03-24;8558;3
3410;8;Outstanding spell performance;2023-05-28;2949;48
3411;-18;Being late to class;2023-01-20;5600;69
3412;-38;Being late to class;2023-02-08;6342;92
3413;-15;Using magic in corridors;2023-08-04;1553;34
3414;49;Bravery in difficult situation;2024-07-22;3645;21
3415;-19;Being out after curfew;2024-11-08;3984;14
3416;-48;Breaking school rules;2023-08-17;2115;19
3417;13;Helping another student;2023-02-21;8500;51
3418;7;Answering correctly in class;2023-06-16;2061;53
3419;-35;Being late to class;2023-01-16;3273;96
3420;29;Helping another student;2023-09-26;1688;85
3421;36;Answering correctly in class;2023-12-30;7733;33
3422;41;Helping another student;2024-06-07;5497;38
3423;-2;Being out after curfew;2023-04-08;4060;68
3424;23;Helping another student;2023-09-28;3339;21
3425;-39;Breaking school rules;2024-05-13;854;19
3426;8;Answering correctly in class;2023-08-17;3997;97
3427;13;Answering correctly in class;2023-06-07;3284;85
3428;35;Excellent classwork;2024-06-26;7382;70
3429;-34;Being late to class;2024-03-08;6277;70
3430;29;Outstanding spell performance;2023-04-02;7274;2
3431;5;Answering correctly in class;2024-01-05;4539;67
3432;-11;Using magic in corridors;2023-05-19;5796;64
3433;-23;Being late to class;2023-09-05;8677;79
3434;4;Bravery in difficult situation;2024-05-07;5493;90
3435;-41;Disrespecting a teacher;2024-07-16;4461;32
3436;38;Answering correctly in class;2023-08-31;1597;0
3437;-7;Disrespecting a teacher;2024-07-03;7647;25
3438;-50;Using magic in corridors;2023-03-05;7564;98
3439;-26;Using magic in corridors;2023-04-21;831;88
3440;-10;Being out after curfew;2023-08-22;6909;52
3441;14;Bravery in difficult situation;2024-05-07;5171;19
3442;29;Bravery in difficult situation;2023-04-03;8891;23
3443;24;Helping another student;2024-06-26;4937;13
3444;6;Answering correctly in class;2023-05-29;5031;48
3445;-30;Using magic in corridors;2024-06-17;9649;81
3446;-29;Being late to class;2023-10-16;2538;72
3447;-18;Being late to class;2024-12-23;7195;1
3448;-11;Using magic in corridors;2024-02-15;5191;51
3449;-21;Being out after curfew;2023-04-24;9815;75
3450;-21;Using magic in corridors;2023-05-19;7329;41
3451;-45;Being out after curfew;2023-10-24;2183;97
3452;3;Excellent classwork;2023-06-11;4773;77
3453;-19;Breaking school rules;2023-06-14;3710;17
3454;41;Helping another student;2024-07-26;5139;48
3455;2;Answering correctly in class;2024-02-16;8212;51
3456;-31;Disrespecting a teacher;2023-01-12;8822;29
3457;25;Answering correctly in class;2023-03-01;4311;81
3458;-37;Disrespecting a teacher;2024-07-16;9815;77
3459;-39;Being out after curfew;2023-08-15;2492;64
3460;-6;Breaking school rules;2024-02-13;6601;77
3461;4;Answering correctly in class;2024-07-19;4216;29
3462;-5;Being out after curfew;2023-09-25;5669;51
3463;-3;Breaking school rules;2024-07-24;8423;53
3464;-19;Breaking school rules;2024-01-13;5672;43
3465;24;Answering correctly in class;2023-02-03;5018;88
3466;-16;Breaking school rules;2024-07-07;7372;39
3467;7;Excellent classwork;2023-12-05;3151;16
3468;43;Outstanding spell performance;2023-07-01;5783;86
3469;-11;Breaking school rules;2024-02-22;5491;61
3470;34;Helping another student;2023-09-16;8632;57
3471;-23;Being out after curfew;2024-01-04;4169;22
3472;-19;Disrespecting a teacher;2024-04-28;8365;22
3473;-16;Disrespecting a teacher;2024-07-12;7288;79
3474;5;Helping another student;2023-10-03;2440;71
3475;-30;Using magic in corridors;2024-08-26;8523;73
3476;-32;Using magic in corridors;2023-01-08;1135;86
3477;-18;Breaking school rules;2024-09-17;4894;56
3478;-18;Being late to class;2024-10-10;7758;53
3479;-17;Being late to class;2024-09-11;8897;95
3480;-49;Being late to class;2024-10-27;4759;85
3481;-16;Disrespecting a teacher;2024-10-13;3278;58
3482;25;Excellent classwork;2023-02-28;9662;26
3483;-48;Being late to class;2023-04-10;1591;84
3484;-17;Disrespecting a teacher;2023-02-14;6306;82
3485;23;Helping another student;2023-09-23;2518;73
3486;-23;Breaking school rules;2023-09-26;1208;49
3487;-50;Being out after curfew;2024-05-27;5415;1
3488;-16;Being out after curfew;2023-03-03;6990;22
3489;-11;Using magic in corridors;2024-12-06;6074;11
3490;13;Helping another student;2024-09-20;8815;95
3491;-5;Being late to class;2023-10-04;8461;9
3492;39;Bravery in difficult situation;2023-05-01;8118;60
3493;-39;Using magic in corridors;2024-10-05;3633;42
3494;46;Outstanding spell performance;2023-04-15;7800;52
3495;16;Answering correctly in class;2024-04-02;7538;57
3496;-21;Using magic in corridors;2024-09-16;8955;20
3497;20;Helping another student;2024-03-07;3165;24
3498;-6;Being out after curfew;2024-08-27;286;6
3499;-9;Being late to class;2023-03-10;4929;51
3500;42;Answering correctly in class;2024-09-19;4002;62
3501;10;Answering correctly in class;2023-10-25;676;59
3502;14;Helping another student;2024-08-06;2138;36
3503;-43;Being out after curfew;2024-05-05;9480;59
3504;26;Answering correctly in class;2023-04-11;8579;1
3505;27;Helping another student;2023-07-08;8334;53
3506;-35;Using magic in corridors;2024-07-31;5617;7
3507;30;Excellent classwork;2023-12-04;6424;90
3508;-25;Breaking school rules;2024-08-10;8527;71
3509;2;Answering correctly in class;2024-03-19;7768;29
3510;20;Answering correctly in class;2024-08-18;9320;20
3511;-10;Being late to class;2024-06-14;7640;21
3512;36;Excellent classwork;2023-02-20;7184;80
3513;18;Helping another student;2023-08-08;147;32
3514;50;Outstanding spell performance;2023-08-26;200;99
3515;-48;Using magic in corridors;2024-08-30;9963;17
3516;-14;Breaking school rules;2023-08-21;3014;27
3517;0;Being out after curfew;2023-01-17;3052;40
3518;16;Bravery in difficult situation;2023-06-18;542;92
3519;-8;Being out after curfew;2024-11-12;947;12
3520;-12;Breaking school rules;2023-11-15;3637;62
3521;-31;Disrespecting a teacher;2023-06-05;6372;25
3522;45;Helping another student;2023-10-08;6918;89
3523;40;Helping another student;2023-01-06;6198;60
3524;11;Excellent classwork;2024-02-22;1780;17
3525;33;Answering correctly in class;2024-04-18;3753;5
3526;-29;Being late to class;2023-08-08;7212;2
3527;32;Answering correctly in class;2024-11-15;6763;84
3528;41;Outstanding spell performance;2023-03-30;3107;47
3529;48;Excellent classwork;2024-01-20;6790;73
3530;21;Helping another student;2024-01-05;4322;52
3531;40;Excellent classwork;2024-02-10;454;34
3532;-37;Being out after curfew;2024-08-22;3494;84
3533;-17;Disrespecting a teacher;2023-06-30;1421;22
3534;-31;Breaking school rules;2023-12-13;7228;69
3535;0;Using magic in corridors;2023-08-27;7676;8
3536;6;Outstanding spell performance;2024-05-12;3243;61
3537;-27;Using magic in corridors;2023-11-18;6557;33
3538;46;Helping another student;2023-05-01;8939;47
3539;45;Helping another student;2023-11-16;9798;79
3540;44;Excellent classwork;2023-07-03;6921;81
3541;-22;Being out after curfew;2023-09-11;2158;42
3542;-22;Breaking school rules;2024-12-05;9323;56
3543;-18;Disrespecting a teacher;2024-08-20;9277;73
3544;2;Excellent classwork;2023-10-30;9778;75
3545;-40;Being late to class;2023-05-16;9169;50
3546;36;Helping another student;2024-06-16;3366;49
3547;-16;Being out after curfew;2024-07-27;2193;43
3548;45;Helping another student;2024-10-17;6222;49
3549;40;Bravery in difficult situation;2023-12-27;4838;52
3550;-23;Being late to class;2024-11-08;8447;84
3551;-48;Being out after curfew;2023-03-02;8183;90
3552;-40;Breaking school rules;2024-07-10;8631;49
3553;-12;Using magic in corridors;2024-03-01;7631;94
3554;20;Bravery in difficult situation;2024-04-08;3699;22
3555;-46;Breaking school rules;2024-07-15;6503;5
3556;-5;Disrespecting a teacher;2024-08-31;4141;12
3557;13;Helping another student;2023-10-19;7799;86
3558;-13;Using magic in corridors;2024-11-30;9324;31
3559;-4;Breaking school rules;2023-10-06;8669;98
3560;3;Excellent classwork;2024-08-18;2463;24
3561;-9;Using magic in corridors;2024-07-16;4247;79
3562;-38;Disrespecting a teacher;2024-10-16;7962;2
3563;6;Outstanding spell performance;2023-08-05;8830;92
3564;38;Excellent classwork;2023-07-11;2850;23
3565;-49;Being late to class;2024-06-02;4323;74
3566;40;Bravery in difficult situation;2023-06-04;6481;93
3567;43;Excellent classwork;2023-03-18;3359;55
3568;-21;Breaking school rules;2023-03-23;4464;42
3569;-40;Disrespecting a teacher;2024-08-23;581;35
3570;17;Outstanding spell performance;2023-11-18;5762;61
3571;2;Answering correctly in class;2024-03-24;3341;43
3572;-8;Breaking school rules;2024-03-20;8443;13
3573;44;Outstanding spell performance;2024-04-11;4556;78
3574;-17;Breaking school rules;2024-11-27;3839;8
3575;6;Bravery in difficult situation;2023-07-02;7722;77
3576;-34;Using magic in corridors;2023-08-28;4640;6
3577;27;Bravery in difficult situation;2024-12-01;9137;41
3578;27;Helping another student;2023-06-19;727;64
3579;14;Bravery in difficult situation;2023-07-13;4429;54
3580;8;Outstanding spell performance;2024-07-05;7571;82
3581;-5;Being out after curfew;2023-08-02;6538;13
3582;8;Answering correctly in class;2024-06-12;2740;65
3583;-21;Breaking school rules;2023-07-09;8442;59
3584;-8;Being late to class;2023-07-18;2929;73
3585;29;Answering correctly in class;2024-06-15;2252;23
3586;49;Helping another student;2024-04-22;3245;3
3587;50;Answering correctly in class;2024-01-30;2018;85
3588;-40;Using magic in corridors;2024-11-01;3592;27
3589;15;Bravery in difficult situation;2024-05-09;343;72
3590;-44;Being late to class;2023-11-24;803;23
3591;-4;Being late to class;2023-09-26;1780;24
3592;22;Answering correctly in class;2023-09-14;9771;46
3593;-9;Breaking school rules;2023-05-30;9111;22
3594;46;Answering correctly in class;2024-02-17;5246;92
3595;16;Helping another student;2024-12-03;8492;9
3596;-16;Disrespecting a teacher;2023-09-16;2091;96
3597;26;Outstanding spell performance;2023-04-04;4728;70
3598;-29;Being late to class;2023-04-27;4107;61
3599;-50;Disrespecting a teacher;2023-07-11;3375;85
3600;-46;Being out after curfew;2023-12-23;3723;70
3601;3;Excellent classwork;2024-08-30;9774;89
3602;45;Excellent classwork;2023-10-12;9923;51
3603;31;Excellent classwork;2024-11-20;827;23
3604;-13;Being out after curfew;2023-03-16;1238;83
3605;-47;Using magic in corridors;2024-12-29;6568;6
3606;47;Excellent classwork;2023-03-20;7531;32
3607;28;Bravery in difficult situation;2023-03-30;3160;14
3608;-42;Using magic in corridors;2024-10-30;7118;45
3609;-44;Using magic in corridors;2024-11-15;438;45
3610;40;Bravery in difficult situation;2024-11-18;6781;26
3611;15;Answering correctly in class;2023-09-01;6178;88
3612;46;Outstanding spell performance;2023-10-06;3441;27
3613;-44;Being late to class;2024-01-21;8022;74
3614;49;Excellent classwork;2023-11-28;2504;10
3615;30;Excellent classwork;2023-11-19;3102;52
3616;-15;Disrespecting a teacher;2023-10-07;6796;50
3617;-12;Disrespecting a teacher;2024-06-04;4701;58
3618;-6;Being out after curfew;2023-05-30;2819;29
3619;-7;Breaking school rules;2023-01-18;1799;4
3620;31;Helping another student;2024-10-26;7133;65
3621;-8;Being out after curfew;2024-11-09;7545;98
3622;14;Outstanding spell performance;2023-06-21;1151;3
3623;7;Outstanding spell performance;2023-12-07;9269;19
3624;-5;Being late to class;2023-01-26;8103;48
3625;48;Bravery in difficult situation;2024-03-20;7735;29
3626;32;Helping another student;2023-04-10;5211;70
3627;46;Helping another student;2023-02-19;4118;18
3628;-40;Breaking school rules;2023-06-21;2377;70
3629;19;Excellent classwork;2023-10-18;748;20
3630;-8;Being late to class;2023-06-11;8401;80
3631;2;Helping another student;2024-11-21;9723;95
3632;-23;Disrespecting a teacher;2024-07-03;1480;37
3633;-16;Disrespecting a teacher;2023-06-27;3382;11
3634;28;Outstanding spell performance;2023-05-20;6751;78
3635;23;Outstanding spell performance;2023-07-23;8591;31
3636;42;Answering correctly in class;2024-08-16;8725;8
3637;0;Breaking school rules;2023-05-30;9268;91
3638;45;Bravery in difficult situation;2024-07-03;139;55
3639;24;Answering correctly in class;2023-03-20;9500;5
3640;50;Helping another student;2023-07-31;5180;57
3641;-31;Disrespecting a teacher;2023-02-06;1224;87
3642;-39;Breaking school rules;2024-04-08;9652;37
3643;30;Answering correctly in class;2024-06-28;721;11
3644;-33;Being late to class;2023-09-28;8804;39
3645;19;Excellent classwork;2024-03-11;3671;44
3646;-8;Breaking school rules;2023-01-10;5191;87
3647;19;Excellent classwork;2023-05-07;926;38
3648;31;Bravery in difficult situation;2023-05-23;5658;73
3649;-3;Breaking school rules;2023-01-05;923;26
3650;45;Helping another student;2024-07-28;9056;79
3651;-16;Breaking school rules;2024-01-23;5138;52
3652;49;Helping another student;2024-01-06;5265;9
3653;42;Outstanding spell performance;2023-01-18;2823;22
3654;27;Helping another student;2024-03-30;9958;19
3655;-17;Being out after curfew;2024-02-22;1760;36
3656;-39;Breaking school rules;2023-09-16;1073;19
3657;42;Helping another student;2024-03-18;827;37
3658;-12;Being late to class;2023-11-15;2961;0
3659;27;Excellent classwork;2024-02-25;8566;94
3660;30;Outstanding spell performance;2023-06-25;8327;69
3661;-11;Being out after curfew;2023-07-24;746;74
3662;4;Helping another student;2023-07-01;3594;24
3663;6;Excellent classwork;2023-03-31;9541;14
3664;42;Excellent classwork;2023-03-21;2092;0
3665;9;Helping another student;2023-03-10;5559;29
3666;-35;Being out after curfew;2024-09-08;7238;79
3667;17;Excellent classwork;2024-01-30;790;59
3668;-29;Breaking school rules;2024-12-05;8728;87
3669;26;Helping another student;2024-02-28;5655;43
3670;-19;Breaking school rules;2024-04-16;3479;84
3671;29;Bravery in difficult situation;2023-10-01;7568;32
3672;-2;Being out after curfew;2024-10-16;5261;35
3673;-5;Being out after curfew;2023-05-30;1862;67
3674;-46;Disrespecting a teacher;2024-03-08;1865;83
3675;-26;Disrespecting a teacher;2024-09-04;2587;9
3676;-11;Breaking school rules;2024-04-28;5994;17
3677;1;Excellent classwork;2023-04-06;2432;30
3678;18;Answering correctly in class;2024-03-14;6155;42
3679;40;Answering correctly in class;2023-11-09;8038;48
3680;-43;Using magic in corridors;2023-05-11;180;17
3681;-37;Breaking school rules;2024-06-12;8025;3
3682;-16;Disrespecting a teacher;2023-06-28;3174;52
3683;12;Outstanding spell performance;2024-07-17;8046;9
3684;44;Bravery in difficult situation;2023-09-17;5440;20
3685;-46;Disrespecting a teacher;2023-08-09;7567;84
3686;4;Answering correctly in class;2023-09-15;4164;74
3687;1;Outstanding spell performance;2023-08-05;9578;30
3688;-18;Disrespecting a teacher;2023-05-22;537;11
3689;-11;Being out after curfew;2023-05-26;8044;2
3690;-46;Being out after curfew;2023-07-23;7636;54
3691;-27;Being out after curfew;2024-12-25;3600;78
3692;15;Helping another student;2024-04-22;8276;92
3693;-15;Being out after curfew;2023-07-19;8324;86
3694;16;Excellent classwork;2023-07-02;6263;65
3695;-21;Breaking school rules;2024-03-11;7861;90
3696;-17;Breaking school rules;2024-01-07;2681;67
3697;4;Excellent classwork;2024-09-08;1454;44
3698;47;Answering correctly in class;2024-01-22;8987;71
3699;-34;Breaking school rules;2024-03-14;827;50
3700;28;Outstanding spell performance;2024-08-02;9308;17
3701;35;Excellent classwork;2024-03-29;8414;62
3702;-15;Using magic in corridors;2023-05-16;2197;76
3703;-35;Using magic in corridors;2024-07-31;8565;86
3704;23;Excellent classwork;2024-06-01;352;21
3705;20;Bravery in difficult situation;2023-02-09;7741;87
3706;38;Bravery in difficult situation;2024-11-07;8827;13
3707;-39;Being out after curfew;2024-02-15;1024;28
3708;23;Bravery in difficult situation;2024-11-30;7290;18
3709;-40;Being late to class;2023-08-19;8713;15
3710;30;Helping another student;2024-07-07;6974;90
3711;-3;Being late to class;2024-08-28;3567;38
3712;-36;Breaking school rules;2024-10-29;9920;80
3713;34;Bravery in difficult situation;2023-06-21;5985;55
3714;-25;Disrespecting a teacher;2024-02-26;3296;59
3715;22;Helping another student;2024-08-18;3315;95
3716;2;Excellent classwork;2023-03-11;6049;31
3717;40;Bravery in difficult situation;2023-03-05;9801;13
3718;35;Helping another student;2023-03-11;1845;89
3719;-40;Disrespecting a teacher;2024-10-11;1259;5
3720;-47;Using magic in corridors;2024-08-11;7143;72
3721;4;Outstanding spell performance;2023-12-05;899;63
3722;-39;Being late to class;2024-02-01;9663;70
3723;-2;Being out after curfew;2023-04-01;2932;7
3724;-38;Being late to class;2023-07-12;7887;42
3725;18;Outstanding spell performance;2024-11-22;8782;1
3726;-9;Being out after curfew;2023-09-30;8637;47
3727;-43;Being out after curfew;2024-08-27;8551;42
3728;-17;Breaking school rules;2024-01-08;7267;89
3729;-28;Breaking school rules;2024-04-12;5143;75
3730;-11;Being late to class;2023-12-17;4367;42
3731;-43;Disrespecting a teacher;2023-04-02;9771;71
3732;-30;Disrespecting a teacher;2024-07-10;8449;63
3733;50;Bravery in difficult situation;2023-08-12;3684;83
3734;9;Answering correctly in class;2023-10-13;9094;47
3735;-50;Being out after curfew;2023-11-06;4744;59
3736;-43;Being out after curfew;2023-07-05;3966;22
3737;-34;Using magic in corridors;2024-07-12;3165;50
3738;18;Helping another student;2023-05-11;8728;71
3739;2;Answering correctly in class;2023-10-31;6463;39
3740;44;Excellent classwork;2024-09-17;1102;52
3741;38;Answering correctly in class;2024-06-22;6602;90
3742;27;Helping another student;2023-01-24;5555;41
3743;7;Bravery in difficult situation;2023-12-30;3812;81
3744;-14;Breaking school rules;2024-07-07;4478;82
3745;-49;Being late to class;2024-10-11;9699;29
3746;1;Excellent classwork;2023-07-21;1986;59
3747;-16;Disrespecting a teacher;2023-03-19;8164;20
3748;11;Helping another student;2023-02-07;6037;82
3749;5;Excellent classwork;2023-10-16;2423;65
3750;40;Bravery in difficult situation;2024-05-06;8342;60
3751;14;Answering correctly in class;2024-11-21;7912;38
3752;-48;Disrespecting a teacher;2023-08-01;8493;21
3753;-14;Disrespecting a teacher;2023-05-05;1556;3
3754;-3;Breaking school rules;2023-02-22;8041;40
3755;47;Outstanding spell performance;2024-03-20;9389;16
3756;-17;Using magic in corridors;2024-01-16;5759;33
3757;6;Outstanding spell performance;2024-06-22;8975;83
3758;-39;Being late to class;2024-10-03;8796;14
3759;-29;Disrespecting a teacher;2024-11-01;9124;15
3760;39;Helping another student;2023-01-02;8906;73
3761;-40;Being late to class;2024-02-26;9633;42
3762;13;Bravery in difficult situation;2023-10-15;2354;99
3763;-15;Disrespecting a teacher;2023-11-08;7553;17
3764;-33;Using magic in corridors;2023-09-17;3119;38
3765;-40;Being out after curfew;2024-11-16;3709;42
3766;37;Bravery in difficult situation;2023-07-28;4472;41
3767;1;Bravery in difficult situation;2024-11-09;7394;90
3768;-33;Breaking school rules;2024-12-31;7989;15
3769;-40;Disrespecting a teacher;2024-10-13;4153;83
3770;-33;Breaking school rules;2023-05-20;5477;32
3771;-14;Disrespecting a teacher;2023-09-13;8825;93
3772;-32;Being out after curfew;2024-11-20;4561;49
3773;-48;Breaking school rules;2024-05-06;4459;57
3774;-15;Breaking school rules;2024-03-28;8061;63
3775;26;Outstanding spell performance;2023-07-10;992;43
3776;-8;Breaking school rules;2024-02-05;7466;25
3777;33;Bravery in difficult situation;2024-07-12;8540;67
3778;-40;Using magic in corridors;2024-11-11;9641;26
3779;-14;Using magic in corridors;2024-02-17;3616;49
3780;34;Bravery in difficult situation;2023-05-13;3875;94
3781;24;Bravery in difficult situation;2023-04-07;8985;2
3782;23;Outstanding spell performance;2024-06-09;5622;92
3783;-6;Being late to class;2023-09-21;3698;45
3784;-43;Being out after curfew;2023-07-28;8707;11
3785;21;Outstanding spell performance;2023-03-15;7265;42
3786;-16;Breaking school rules;2024-04-29;912;42
3787;-3;Using magic in corridors;2023-04-25;1020;50
3788;16;Outstanding spell performance;2023-03-15;6684;88
3789;-2;Being late to class;2024-12-03;6959;17
3790;42;Outstanding spell performance;2024-01-13;4234;32
3791;34;Outstanding spell performance;2023-03-21;5680;7
3792;-47;Being out after curfew;2023-11-30;8963;55
3793;-43;Disrespecting a teacher;2023-01-21;6922;43
3794;16;Helping another student;2024-06-28;9666;77
3795;7;Helping another student;2024-07-10;7437;63
3796;27;Helping another student;2023-11-13;4195;53
3797;36;Helping another student;2024-09-09;4791;42
3798;27;Helping another student;2023-07-09;9199;2
3799;-39;Disrespecting a teacher;2024-11-14;4756;2
3800;32;Helping another student;2023-12-07;5007;74
3801;-11;Using magic in corridors;2023-10-20;5427;76
3802;-27;Disrespecting a teacher;2023-12-14;1326;46
3803;35;Helping another student;2024-01-13;8943;40
3804;-47;Disrespecting a teacher;2023-03-24;5323;49
3805;41;Answering correctly in class;2024-12-21;1404;94
3806;40;Outstanding spell performance;2024-03-28;911;42
3807;-35;Using magic in corridors;2023-09-17;58;34
3808;-25;Breaking school rules;2023-07-06;1423;11
3809;-16;Being out after curfew;2023-03-03;6284;81
3810;-10;Being out after curfew;2024-09-30;8804;33
3811;49;Excellent classwork;2024-01-26;2372;27
3812;-49;Being out after curfew;2023-02-08;4338;16
